Transaction_ID,Fecha_Compra,Producto,Categoría,Precio_Unitario,Cantidad_Vendida,Total_Venta,Método_Pago,Ciudad_Cliente,País_Cliente,Descuento_Aplicado,Costo_Envio,Tiempo_Entrega_Estimado,Tiempo_Entrega_Real,Satisfacción_Cliente,Tipo_Cliente,Valoración_Producto,Frecuencia_Compra,Rentabilidad
624,2023-01-26 23:00:00,Smartphone,Electrónica,20028,5,100140,Tarjeta de Crédito,Córdoba,Argentina,27,790.5330167311199,7,6,3,VIP,4,Media,39265.46698326888
625,2023-01-27 00:00:00,Monitor,Electrónica,16319,4,65276,PayPal,Rosario,Argentina,20,1050.1398020956647,11,11,5,VIP,5,Media,25060.260197904336
626,2023-01-27 01:00:00,Smartphone,Electrónica,22409,8,179272,PayPal,La Plata,Argentina,7,823.5874214979681,10,14,1,Recurrente,5,Alta,70885.21257850203
627,2023-01-27 02:00:00,Monitor,Accesorios,5683,8,45464,Tarjeta de Crédito,Mendoza,Argentina,12,251.93117075057015,8,11,4,Recurrente,1,Alta,17933.668829249433
628,2023-01-27 03:00:00,Impresora,Accesorios,14176,2,28352,Efectivo,Rosario,Argentina,18,490.44326799596473,8,9,3,Nuevo,2,Baja,10850.356732004035
629,2023-01-27 04:00:00,Teclado,Electrónica,8811,8,70488,Transferencia Bancaria,Córdoba,Argentina,30,494.378088757463,4,4,3,VIP,3,Alta,27700.821911242543
630,2023-01-27 05:00:00,Teclado,Computación,10475,9,94275,Transferencia Bancaria,Salta,Argentina,2,228.55121940025245,9,7,4,VIP,2,Alta,37481.44878059975
631,2023-01-27 06:00:00,Laptop,Electrónica,22617,1,22617,Transferencia Bancaria,Salta,Argentina,23,1085.0923424102405,10,10,1,Recurrente,1,Baja,7961.707657589761
632,2023-01-27 07:00:00,Auriculares,Computación,27591,3,82773,PayPal,Salta,Argentina,13,1010.1410226289726,7,5,4,Nuevo,5,Media,32099.05897737103
633,2023-01-27 08:00:00,Monitor,Electrónica,16467,8,131736,Efectivo,Buenos Aires,Argentina,14,361.0037908685741,10,11,4,Recurrente,2,Alta,52333.39620913143
634,2023-01-27 09:00:00,Laptop,Computación,10678,9,96102,Tarjeta de Crédito,Neuquén,Argentina,11,751.5500576218527,8,10,2,VIP,1,Alta,37689.24994237815
635,2023-01-27 10:00:00,Smartphone,Accesorios,20909,3,62727,Efectivo,Salta,Argentina,9,446.67934234102273,14,16,2,VIP,2,Media,24644.12065765898
636,2023-01-27 11:00:00,Smartphone,Computación,6069,3,18207,Efectivo,Mendoza,Argentina,18,456.87784006850467,7,8,5,VIP,4,Media,6825.922159931496
637,2023-01-27 12:00:00,Laptop,Electrónica,22856,7,159992,Transferencia Bancaria,La Plata,Argentina,0,748.5081205614762,14,13,2,VIP,3,Alta,63248.291879438526
638,2023-01-27 13:00:00,Teclado,Accesorios,14001,4,56004,Tarjeta de Crédito,Tucumán,Argentina,12,361.7782840784219,4,7,4,Nuevo,4,Media,22039.82171592158
639,2023-01-27 14:00:00,Smartphone,Computación,18913,2,37826,Efectivo,Tucumán,Argentina,4,1227.320695873692,3,4,5,VIP,4,Baja,13903.07930412631
640,2023-01-27 15:00:00,Mouse,Computación,26840,6,161040,Tarjeta de Crédito,Rosario,Argentina,1,590.2024346994216,7,6,4,Recurrente,2,Alta,63825.79756530058
641,2023-01-27 16:00:00,Impresora,Computación,16533,9,148797,PayPal,La Plata,Argentina,11,760.5444960707968,11,13,3,Nuevo,3,Alta,58758.255503929206
642,2023-01-27 17:00:00,Impresora,Computación,7693,3,23079,Transferencia Bancaria,Córdoba,Argentina,12,197.00110344576933,9,9,3,Nuevo,5,Media,9034.598896554231
643,2023-01-27 18:00:00,Mouse,Computación,17526,4,70104,Tarjeta de Crédito,La Plata,Argentina,21,926.1425453093154,6,9,5,VIP,1,Media,27115.457454690684
644,2023-01-27 19:00:00,Laptop,Accesorios,15661,5,78305,PayPal,Buenos Aires,Argentina,4,1103.5267804569091,13,17,5,Nuevo,2,Media,30218.47321954309
645,2023-01-27 20:00:00,Mouse,Accesorios,12098,2,24196,PayPal,Rosario,Argentina,16,633.043673773372,5,6,4,VIP,3,Baja,9045.356326226627
646,2023-01-27 21:00:00,Monitor,Accesorios,15841,5,79205,PayPal,Rosario,Argentina,29,581.6762563084612,5,5,3,Nuevo,4,Media,31100.323743691537
647,2023-01-27 22:00:00,Monitor,Accesorios,9434,9,84906,Efectivo,Buenos Aires,Argentina,28,754.2605251480682,14,12,4,Nuevo,2,Alta,33208.13947485193
648,2023-01-27 23:00:00,Laptop,Electrónica,9548,3,28644,Efectivo,La Plata,Argentina,10,525.3693684632475,7,9,4,Recurrente,4,Media,10932.230631536755
649,2023-01-28 00:00:00,Mouse,Accesorios,14886,2,29772,Transferencia Bancaria,Salta,Argentina,22,846.9725342054539,11,12,5,Recurrente,4,Baja,11061.827465794546
650,2023-01-28 01:00:00,Monitor,Computación,19498,8,155984,Transferencia Bancaria,Buenos Aires,Argentina,4,698.6278199624833,4,4,3,Recurrente,5,Alta,61694.97218003752
651,2023-01-28 02:00:00,Teclado,Computación,27364,3,82092,PayPal,Salta,Argentina,5,1788.6874991293544,13,13,3,Nuevo,5,Media,31048.112500870648
652,2023-01-28 03:00:00,Mouse,Accesorios,3286,2,6572,Transferencia Bancaria,Mendoza,Argentina,25,120.18022587639554,7,5,2,Recurrente,2,Baja,2508.6197741236047
653,2023-01-28 04:00:00,Teclado,Computación,7731,8,61848,Efectivo,Buenos Aires,Argentina,26,462.7996188978912,4,6,4,Recurrente,4,Alta,24276.400381102114
654,2023-01-28 05:00:00,Monitor,Accesorios,9556,7,66892,Transferencia Bancaria,Salta,Argentina,18,194.89675098249197,14,14,5,Recurrente,3,Alta,26561.903249017512
655,2023-01-28 06:00:00,Impresora,Computación,21000,1,21000,Tarjeta de Crédito,La Plata,Argentina,0,1451.0366273774782,9,12,5,Nuevo,4,Baja,6948.963372622522
656,2023-01-28 07:00:00,Monitor,Electrónica,14357,3,43071,Efectivo,Salta,Argentina,26,772.2564752838861,9,13,1,VIP,5,Media,16456.143524716117
657,2023-01-28 08:00:00,Teclado,Electrónica,18294,2,36588,PayPal,Buenos Aires,Argentina,19,720.7686992160195,12,16,4,Recurrente,4,Baja,13914.431300783981
658,2023-01-28 09:00:00,Tablet,Accesorios,10097,1,10097,PayPal,Córdoba,Argentina,21,533.8163786873141,14,17,4,Nuevo,4,Baja,3504.983621312686
659,2023-01-28 10:00:00,Auriculares,Accesorios,7911,8,63288,Transferencia Bancaria,Tucumán,Argentina,5,434.5596523177902,4,4,5,Nuevo,5,Alta,24880.640347682212
660,2023-01-28 11:00:00,Smartphone,Accesorios,16886,1,16886,Efectivo,Buenos Aires,Argentina,12,931.4274885768026,11,13,3,VIP,4,Baja,5822.972511423197
661,2023-01-28 12:00:00,Mouse,Computación,18704,2,37408,PayPal,Tucumán,Argentina,29,1248.9265931867324,13,15,5,Recurrente,5,Baja,13714.273406813269
662,2023-01-28 13:00:00,Tablet,Accesorios,24506,3,73518,PayPal,Buenos Aires,Argentina,19,905.3996389859591,10,12,3,Nuevo,4,Media,28501.800361014044
663,2023-01-28 14:00:00,Monitor,Electrónica,6660,4,26640,Efectivo,La Plata,Argentina,20,395.1336250130015,6,5,4,Nuevo,4,Media,10260.866374987
664,2023-01-28 15:00:00,Impresora,Computación,13236,4,52944,Efectivo,Mendoza,Argentina,5,694.2631067053821,5,4,5,Nuevo,4,Media,20483.33689329462
665,2023-01-28 16:00:00,Laptop,Accesorios,15780,3,47340,PayPal,Mendoza,Argentina,17,895.9944144408545,10,13,3,VIP,2,Media,18040.005585559145
666,2023-01-28 17:00:00,Monitor,Computación,12601,6,75606,Transferencia Bancaria,Tucumán,Argentina,1,694.9052631353421,3,7,5,Recurrente,5,Alta,29547.49473686466
667,2023-01-28 18:00:00,Impresora,Computación,21660,7,151620,Transferencia Bancaria,Neuquén,Argentina,27,947.084797043131,12,14,4,Nuevo,2,Alta,59700.91520295687
668,2023-01-28 19:00:00,Auriculares,Accesorios,17721,5,88605,Transferencia Bancaria,Neuquén,Argentina,7,838.0049131910047,12,12,4,Nuevo,4,Media,34603.995086808995
669,2023-01-28 20:00:00,Monitor,Computación,13577,7,95039,Tarjeta de Crédito,La Plata,Argentina,28,332.7978317518614,9,8,2,Nuevo,4,Alta,37682.802168248134
670,2023-01-28 21:00:00,Teclado,Electrónica,19126,8,153008,Efectivo,Salta,Argentina,10,423.97466123324716,6,9,4,Nuevo,3,Alta,60779.22533876675
671,2023-01-28 22:00:00,Laptop,Electrónica,13056,6,78336,PayPal,La Plata,Argentina,5,624.3441640330452,13,12,3,Recurrente,5,Alta,30710.055835966956
672,2023-01-28 23:00:00,Impresora,Computación,13780,9,124020,Tarjeta de Crédito,Neuquén,Argentina,11,894.6556043277228,9,12,4,Recurrente,3,Alta,48713.34439567228
673,2023-01-29 00:00:00,Impresora,Accesorios,23998,3,71994,Transferencia Bancaria,La Plata,Argentina,28,1880.4018813469852,9,9,4,Nuevo,5,Media,26917.198118653014
674,2023-01-29 01:00:00,Impresora,Computación,19162,4,76648,Tarjeta de Crédito,Córdoba,Argentina,2,753.5594426771753,5,5,5,Nuevo,3,Media,29905.64055732283
675,2023-01-29 02:00:00,Auriculares,Electrónica,4612,9,41508,PayPal,Rosario,Argentina,8,185.24665404906554,13,14,4,Nuevo,5,Alta,16417.953345950937
676,2023-01-29 03:00:00,Monitor,Computación,10366,2,20732,PayPal,Neuquén,Argentina,22,760.7267187191309,3,3,3,VIP,4,Baja,7532.07328128087
677,2023-01-29 04:00:00,Auriculares,Computación,6250,2,12500,Efectivo,Neuquén,Argentina,0,321.8340199997813,5,6,5,VIP,3,Baja,4678.165980000219
678,2023-01-29 05:00:00,Mouse,Electrónica,22438,8,179504,Transferencia Bancaria,Buenos Aires,Argentina,13,1507.71262505474,8,7,3,VIP,5,Alta,70293.88737494526
679,2023-01-29 06:00:00,Smartphone,Computación,29264,5,146320,Transferencia Bancaria,La Plata,Argentina,12,1829.791396321987,6,10,1,Nuevo,3,Media,56698.20860367802
680,2023-01-29 07:00:00,Smartphone,Computación,26547,9,238923,Tarjeta de Crédito,La Plata,Argentina,15,2037.7316111131813,12,12,3,VIP,3,Alta,93531.46838888683
681,2023-01-29 08:00:00,Mouse,Accesorios,21817,1,21817,Transferencia Bancaria,La Plata,Argentina,5,1089.4874877474974,10,9,2,Recurrente,3,Baja,7637.312512252503
682,2023-01-29 09:00:00,Monitor,Accesorios,7262,2,14524,Tarjeta de Crédito,Mendoza,Argentina,29,290.78533059259644,8,7,4,VIP,3,Baja,5518.814669407404
683,2023-01-29 10:00:00,Teclado,Electrónica,4546,3,13638,PayPal,La Plata,Argentina,4,279.31660180159315,11,12,5,Nuevo,3,Media,5175.883398198408
684,2023-01-29 11:00:00,Auriculares,Electrónica,14113,1,14113,PayPal,Neuquén,Argentina,15,1032.1289548207046,13,11,4,Recurrente,3,Baja,4613.071045179297
685,2023-01-29 12:00:00,Laptop,Electrónica,10902,4,43608,PayPal,Buenos Aires,Argentina,29,816.923233996672,9,7,5,Nuevo,3,Media,16626.276766003328
686,2023-01-29 13:00:00,Impresora,Accesorios,12536,8,100288,PayPal,Salta,Argentina,13,745.3568163891489,11,12,4,Recurrente,4,Alta,39369.84318361086
687,2023-01-29 14:00:00,Impresora,Electrónica,12043,5,60215,PayPal,Salta,Argentina,6,526.1364495873421,11,9,2,VIP,3,Media,23559.863550412658
688,2023-01-29 15:00:00,Monitor,Electrónica,8714,4,34856,Tarjeta de Crédito,La Plata,Argentina,21,671.4355903816156,11,14,1,VIP,3,Media,13270.964409618386
689,2023-01-29 16:00:00,Teclado,Electrónica,10011,9,90099,PayPal,Buenos Aires,Argentina,14,539.2188678621407,6,7,2,Recurrente,4,Alta,35500.38113213786
690,2023-01-29 17:00:00,Smartphone,Accesorios,22301,2,44602,Tarjeta de Crédito,Córdoba,Argentina,29,491.3000965722682,4,2,4,Recurrente,4,Baja,17349.49990342773
691,2023-01-29 18:00:00,Smartphone,Computación,28934,5,144670,PayPal,Salta,Argentina,13,1243.6194067074318,9,9,5,Nuevo,4,Media,56624.38059329257
692,2023-01-29 19:00:00,Impresora,Electrónica,8385,3,25155,Tarjeta de Crédito,Neuquén,Argentina,25,188.07500253878277,6,4,4,Recurrente,5,Media,9873.924997461218
693,2023-01-29 20:00:00,Monitor,Computación,9447,9,85023,Tarjeta de Crédito,Rosario,Argentina,14,587.516898626073,8,7,2,Nuevo,4,Alta,33421.68310137393
694,2023-01-29 21:00:00,Auriculares,Electrónica,24323,6,145938,Tarjeta de Crédito,Mendoza,Argentina,9,612.4267473353846,13,11,4,Recurrente,4,Alta,57762.773252664614
695,2023-01-29 22:00:00,Smartphone,Computación,27582,2,55164,Transferencia Bancaria,Buenos Aires,Argentina,24,1644.646648248853,9,9,5,Recurrente,3,Baja,20420.953351751145
696,2023-01-29 23:00:00,Auriculares,Accesorios,15529,5,77645,Tarjeta de Crédito,Salta,Argentina,9,1006.8299520854498,11,9,3,VIP,4,Media,30051.17004791455
697,2023-01-30 00:00:00,Teclado,Accesorios,18787,9,169083,Tarjeta de Crédito,Salta,Argentina,22,1070.4548785233558,3,5,3,VIP,4,Alta,66562.74512147665
698,2023-01-30 01:00:00,Smartphone,Electrónica,19041,9,171369,PayPal,Tucumán,Argentina,4,717.4238244956654,10,14,5,Nuevo,3,Alta,67830.17617550434
699,2023-01-30 02:00:00,Smartphone,Computación,9369,1,9369,Tarjeta de Crédito,Córdoba,Argentina,22,232.81968327442016,9,13,5,Nuevo,5,Baja,3514.78031672558
700,2023-01-30 03:00:00,Tablet,Accesorios,22543,6,135258,Tarjeta de Crédito,Rosario,Argentina,15,1072.3365316895995,10,11,3,Nuevo,3,Alta,53030.863468310396
701,2023-01-30 04:00:00,Smartphone,Electrónica,7882,6,47292,Efectivo,Rosario,Argentina,22,361.1176847869475,8,12,5,Recurrente,4,Alta,18555.682315213053
702,2023-01-30 05:00:00,Mouse,Electrónica,20836,5,104180,Transferencia Bancaria,Rosario,Argentina,0,710.9878528077646,7,7,5,Recurrente,4,Media,40961.01214719223
703,2023-01-30 06:00:00,Laptop,Accesorios,21468,4,85872,Efectivo,Neuquén,Argentina,3,943.8034870721464,5,3,4,Nuevo,3,Media,33404.99651292786
704,2023-01-30 07:00:00,Mouse,Accesorios,9827,7,68789,PayPal,Buenos Aires,Argentina,28,626.1861484274314,13,11,3,Recurrente,2,Alta,26889.413851572568
705,2023-01-30 08:00:00,Monitor,Electrónica,17713,6,106278,Transferencia Bancaria,Córdoba,Argentina,21,372.62936170890566,6,4,5,VIP,4,Alta,42138.5706382911
706,2023-01-30 09:00:00,Monitor,Computación,25337,7,177359,Transferencia Bancaria,La Plata,Argentina,11,1944.6123330641778,10,10,1,Recurrente,3,Alta,68998.98766693583
707,2023-01-30 10:00:00,Auriculares,Computación,9567,3,28701,Efectivo,Tucumán,Argentina,5,480.10083934149816,9,11,4,VIP,4,Media,11000.299160658504
708,2023-01-30 11:00:00,Mouse,Computación,12778,5,63890,Transferencia Bancaria,Córdoba,Argentina,29,448.30048577748516,6,8,3,Nuevo,4,Media,25107.699514222513
709,2023-01-30 12:00:00,Mouse,Electrónica,8587,2,17174,Efectivo,Córdoba,Argentina,11,655.1262026036223,7,8,2,Recurrente,5,Baja,6214.473797396378
710,2023-01-30 13:00:00,Mouse,Accesorios,8674,1,8674,Tarjeta de Crédito,Salta,Argentina,0,619.2364425152492,8,6,4,Nuevo,4,Baja,2850.3635574847513
711,2023-01-30 14:00:00,Teclado,Electrónica,4365,7,30555,Efectivo,Córdoba,Argentina,6,233.48826152371728,4,7,1,VIP,4,Alta,11988.511738476283
712,2023-01-30 15:00:00,Smartphone,Accesorios,24688,6,148128,Transferencia Bancaria,Buenos Aires,Argentina,9,1018.9340855513343,9,12,2,Nuevo,3,Alta,58232.26591444866
713,2023-01-30 16:00:00,Laptop,Computación,29332,9,263988,Transferencia Bancaria,Tucumán,Argentina,9,1648.8017844806327,14,16,3,VIP,4,Alta,103946.39821551938
714,2023-01-30 17:00:00,Auriculares,Computación,27341,7,191387,PayPal,Buenos Aires,Argentina,15,1770.6473726641104,13,15,3,VIP,4,Alta,74784.15262733589
715,2023-01-30 18:00:00,Mouse,Accesorios,23521,7,164647,PayPal,Tucumán,Argentina,13,1767.6769376453708,4,6,3,Nuevo,5,Alta,64091.12306235463
716,2023-01-30 19:00:00,Mouse,Accesorios,18258,6,109548,PayPal,Tucumán,Argentina,8,487.17343494984567,9,8,5,VIP,3,Alta,43332.02656505015
717,2023-01-30 20:00:00,Tablet,Electrónica,7341,9,66069,PayPal,Salta,Argentina,6,166.36849357896716,11,9,5,Nuevo,1,Alta,26261.23150642103
718,2023-01-30 21:00:00,Auriculares,Computación,18046,1,18046,Transferencia Bancaria,Buenos Aires,Argentina,11,501.85323489153535,6,7,4,Nuevo,5,Baja,6716.546765108465
719,2023-01-30 22:00:00,Mouse,Electrónica,13426,5,67130,PayPal,Tucumán,Argentina,5,429.59923839293066,14,14,2,Nuevo,5,Media,26422.40076160707
720,2023-01-30 23:00:00,Auriculares,Electrónica,21966,3,65898,Efectivo,Córdoba,Argentina,19,617.5344212928712,5,6,1,VIP,4,Media,25741.665578707132
721,2023-01-31 00:00:00,Smartphone,Electrónica,19669,6,118014,Tarjeta de Crédito,Buenos Aires,Argentina,25,427.4393920425115,10,13,5,VIP,3,Alta,46778.16060795749
722,2023-01-31 01:00:00,Tablet,Computación,24435,7,171045,Transferencia Bancaria,Tucumán,Argentina,3,1400.6440659216819,8,8,2,Recurrente,2,Alta,67017.35593407832
723,2023-01-31 02:00:00,Auriculares,Electrónica,7048,7,49336,PayPal,Neuquén,Argentina,21,361.22602751690533,5,4,4,Nuevo,2,Alta,19373.173972483095
724,2023-01-31 03:00:00,Laptop,Electrónica,11195,6,67170,Transferencia Bancaria,Rosario,Argentina,28,547.9920234591311,8,9,4,Nuevo,5,Alta,26320.00797654087
725,2023-01-31 04:00:00,Laptop,Electrónica,3383,3,10149,PayPal,Buenos Aires,Argentina,21,148.60093834926815,6,5,2,Nuevo,3,Media,3910.999061650732
726,2023-01-31 05:00:00,Monitor,Electrónica,11282,7,78974,Transferencia Bancaria,Salta,Argentina,21,447.4919044768332,4,5,1,Nuevo,4,Alta,31142.108095523166
727,2023-01-31 06:00:00,Tablet,Electrónica,12349,6,74094,PayPal,Neuquén,Argentina,13,595.3727196107483,13,17,3,Nuevo,2,Alta,29042.227280389252
728,2023-01-31 07:00:00,Tablet,Electrónica,24946,9,224514,Tarjeta de Crédito,Neuquén,Argentina,16,1895.258952272631,4,2,4,Nuevo,3,Alta,87910.34104772737
729,2023-01-31 08:00:00,Monitor,Computación,17504,4,70016,PayPal,Mendoza,Argentina,2,1134.789573697997,7,11,5,Nuevo,4,Media,26871.610426302006
730,2023-01-31 09:00:00,Auriculares,Electrónica,22642,2,45284,Efectivo,Buenos Aires,Argentina,9,1499.0164887673538,8,11,4,Recurrente,4,Baja,16614.58351123265
731,2023-01-31 10:00:00,Tablet,Accesorios,12192,5,60960,Transferencia Bancaria,Neuquén,Argentina,24,578.0227703313785,13,11,2,Recurrente,4,Media,23805.97722966862
732,2023-01-31 11:00:00,Laptop,Electrónica,10289,8,82312,Transferencia Bancaria,Buenos Aires,Argentina,27,539.229012190473,5,8,4,Nuevo,5,Alta,32385.57098780953
733,2023-01-31 12:00:00,Laptop,Electrónica,24042,9,216378,Efectivo,Buenos Aires,Argentina,24,808.3122050238524,12,10,4,Nuevo,5,Alta,85742.88779497617
734,2023-01-31 13:00:00,Mouse,Computación,29354,2,58708,Efectivo,Tucumán,Argentina,2,1847.70560012914,14,18,5,Recurrente,5,Baja,21635.494399870866
735,2023-01-31 14:00:00,Smartphone,Computación,14129,8,113032,Tarjeta de Crédito,Buenos Aires,Argentina,28,889.7385764246386,10,8,2,Recurrente,4,Alta,44323.06142357537
736,2023-01-31 15:00:00,Tablet,Accesorios,20455,5,102275,Transferencia Bancaria,Mendoza,Argentina,21,951.6452044317706,13,15,2,Nuevo,1,Media,39958.35479556823
737,2023-01-31 16:00:00,Auriculares,Accesorios,23712,4,94848,Tarjeta de Crédito,La Plata,Argentina,0,766.4434243767678,11,14,5,Nuevo,4,Media,37172.756575623236
738,2023-01-31 17:00:00,Monitor,Computación,5277,4,21108,Transferencia Bancaria,Buenos Aires,Argentina,5,276.658274500355,10,8,2,Recurrente,4,Media,8166.5417254996455
739,2023-01-31 18:00:00,Monitor,Computación,6948,5,34740,Transferencia Bancaria,Rosario,Argentina,26,307.0025438065895,10,9,5,Recurrente,3,Media,13588.99745619341
740,2023-01-31 19:00:00,Auriculares,Electrónica,16676,5,83380,Tarjeta de Crédito,Mendoza,Argentina,5,1232.8660553426214,8,10,2,Nuevo,2,Media,32119.13394465738
741,2023-01-31 20:00:00,Teclado,Computación,27129,8,217032,Transferencia Bancaria,La Plata,Argentina,1,1776.0669444071343,5,8,3,Recurrente,5,Alta,85036.73305559286
742,2023-01-31 21:00:00,Impresora,Accesorios,12061,9,108549,Transferencia Bancaria,Tucumán,Argentina,6,499.11004508017066,13,17,4,Nuevo,3,Alta,42920.48995491984
743,2023-01-31 22:00:00,Smartphone,Electrónica,19698,3,59094,Tarjeta de Crédito,Buenos Aires,Argentina,30,480.6022779669515,14,16,4,VIP,3,Media,23156.997722033047
744,2023-01-31 23:00:00,Monitor,Accesorios,7645,7,53515,PayPal,La Plata,Argentina,22,298.99037646021327,10,11,3,Nuevo,4,Alta,21107.009623539787
745,2023-02-01 00:00:00,Tablet,Electrónica,3293,7,23051,Tarjeta de Crédito,Rosario,Argentina,18,234.10483291097665,7,7,3,Nuevo,3,Alta,8986.295167089023
746,2023-02-01 01:00:00,Smartphone,Computación,14522,8,116176,Transferencia Bancaria,Mendoza,Argentina,2,584.576959877515,13,11,5,Nuevo,3,Alta,45885.823040122494
747,2023-02-01 02:00:00,Tablet,Accesorios,4263,4,17052,Efectivo,Mendoza,Argentina,13,227.5562351693839,10,9,4,Recurrente,5,Media,6593.243764830617
748,2023-02-01 03:00:00,Teclado,Electrónica,21147,2,42294,PayPal,Tucumán,Argentina,26,1233.0112410518032,7,11,5,Nuevo,3,Baja,15684.588758948199
749,2023-02-01 04:00:00,Laptop,Electrónica,19387,1,19387,Efectivo,Tucumán,Argentina,7,1010.84580046986,3,6,4,Nuevo,5,Baja,6743.954199530141
750,2023-02-01 05:00:00,Smartphone,Computación,19390,9,174510,PayPal,Tucumán,Argentina,20,669.9152750291291,6,5,5,Recurrente,4,Alta,69134.08472497087
751,2023-02-01 06:00:00,Mouse,Computación,22092,9,198828,Efectivo,La Plata,Argentina,27,1032.1356055985073,5,3,5,VIP,4,Alta,78499.0643944015
752,2023-02-01 07:00:00,Monitor,Computación,22939,3,68817,PayPal,Buenos Aires,Argentina,8,1034.4790827332927,3,5,5,VIP,4,Media,26492.320917266712
753,2023-02-01 08:00:00,Smartphone,Accesorios,8793,9,79137,Tarjeta de Crédito,Córdoba,Argentina,7,229.06683989659513,11,13,5,Recurrente,3,Alta,31425.73316010341
754,2023-02-01 09:00:00,Smartphone,Electrónica,16557,3,49671,PayPal,Neuquén,Argentina,17,1138.7853012937778,5,4,3,Nuevo,1,Media,18729.614698706224
755,2023-02-01 10:00:00,Smartphone,Computación,11416,9,102744,PayPal,Mendoza,Argentina,13,342.94199657381665,11,10,2,VIP,5,Alta,40754.658003426186
756,2023-02-01 11:00:00,Impresora,Accesorios,16002,6,96012,PayPal,Córdoba,Argentina,0,1234.363781934084,5,9,1,VIP,3,Alta,37170.436218065915
757,2023-02-01 12:00:00,Smartphone,Accesorios,5653,3,16959,Transferencia Bancaria,Salta,Argentina,22,150.6180546080949,7,10,3,Recurrente,3,Media,6632.981945391905
758,2023-02-01 13:00:00,Tablet,Accesorios,20283,7,141981,Efectivo,Mendoza,Argentina,29,789.2939077772298,3,3,5,VIP,4,Alta,56003.10609222278
759,2023-02-01 14:00:00,Laptop,Computación,25066,2,50132,Tarjeta de Crédito,Neuquén,Argentina,17,748.130396824763,13,11,2,VIP,3,Baja,19304.66960317524
760,2023-02-01 15:00:00,Teclado,Computación,16991,3,50973,Efectivo,Tucumán,Argentina,22,921.0898693285071,14,12,3,Recurrente,2,Media,19468.11013067149
761,2023-02-01 16:00:00,Auriculares,Electrónica,20552,6,123312,Efectivo,Neuquén,Argentina,1,861.2380235562355,3,6,1,VIP,4,Alta,48463.561976443765
762,2023-02-01 17:00:00,Smartphone,Electrónica,20840,6,125040,Tarjeta de Crédito,Buenos Aires,Argentina,2,455.5041798545717,5,7,3,Nuevo,1,Alta,49560.49582014543
763,2023-02-01 18:00:00,Monitor,Computación,24253,9,218277,Transferencia Bancaria,Buenos Aires,Argentina,29,1899.0095463609164,3,3,5,Recurrente,3,Alta,85411.79045363909
764,2023-02-01 19:00:00,Smartphone,Accesorios,10354,1,10354,PayPal,Mendoza,Argentina,28,304.7971971706479,13,15,3,Nuevo,3,Baja,3836.8028028293525
765,2023-02-01 20:00:00,Monitor,Accesorios,21642,9,194778,Transferencia Bancaria,La Plata,Argentina,28,807.7086785800745,11,10,4,Nuevo,3,Alta,77103.49132141992
766,2023-02-01 21:00:00,Tablet,Accesorios,23647,1,23647,Transferencia Bancaria,Salta,Argentina,22,1418.2958010275843,4,3,4,Recurrente,2,Baja,8040.504198972417
767,2023-02-01 22:00:00,Monitor,Electrónica,11828,5,59140,PayPal,Neuquén,Argentina,4,606.9493825658648,12,10,3,VIP,1,Media,23049.050617434135
768,2023-02-01 23:00:00,Mouse,Accesorios,5290,5,26450,Efectivo,Tucumán,Argentina,3,133.13391822069843,14,15,4,Recurrente,5,Media,10446.866081779302
769,2023-02-02 00:00:00,Auriculares,Electrónica,21459,4,85836,PayPal,Buenos Aires,Argentina,17,1037.2041798354167,10,13,5,VIP,4,Media,33297.19582016458
770,2023-02-02 01:00:00,Laptop,Electrónica,13489,2,26978,Tarjeta de Crédito,Salta,Argentina,25,511.117447086442,7,9,1,Nuevo,5,Baja,10280.082552913558
771,2023-02-02 02:00:00,Monitor,Accesorios,23065,7,161455,PayPal,Salta,Argentina,5,1651.8857687087016,7,7,3,VIP,5,Alta,62930.1142312913
772,2023-02-02 03:00:00,Monitor,Accesorios,3984,2,7968,Efectivo,Buenos Aires,Argentina,24,85.33123319104804,8,8,5,Nuevo,3,Baja,3101.868766808952
773,2023-02-02 04:00:00,Laptop,Computación,24333,1,24333,Transferencia Bancaria,Rosario,Argentina,2,1254.9505263581684,10,12,2,Nuevo,3,Baja,8478.249473641832
774,2023-02-02 05:00:00,Auriculares,Computación,28016,1,28016,Transferencia Bancaria,Neuquén,Argentina,8,908.7799037838184,4,8,5,Nuevo,4,Baja,10297.620096216184
775,2023-02-02 06:00:00,Smartphone,Accesorios,16643,7,116501,PayPal,Salta,Argentina,22,558.001908275589,6,7,2,Recurrente,3,Alta,46042.39809172442
776,2023-02-02 07:00:00,Monitor,Electrónica,24908,9,224172,Tarjeta de Crédito,Buenos Aires,Argentina,2,1397.844009764785,4,2,5,VIP,4,Alta,88270.95599023523
777,2023-02-02 08:00:00,Laptop,Electrónica,22929,7,160503,Efectivo,Rosario,Argentina,10,1534.437745954379,9,9,4,VIP,4,Alta,62666.76225404562
778,2023-02-02 09:00:00,Mouse,Electrónica,20642,3,61926,Transferencia Bancaria,Buenos Aires,Argentina,25,815.4417817899731,13,13,5,VIP,3,Media,23954.958218210028
779,2023-02-02 10:00:00,Mouse,Electrónica,15324,7,107268,PayPal,Buenos Aires,Argentina,6,1103.2837506081162,7,10,3,Nuevo,4,Alta,41803.916249391885
