Transaction_ID,Fecha_Compra,Producto,Categoría,Precio_Unitario,Cantidad_Vendida,Total_Venta,Método_Pago,Ciudad_Cliente,País_Cliente,Descuento_Aplicado,Costo_Envio,Tiempo_Entrega_Estimado,Tiempo_Entrega_Real,Satisfacción_Cliente,Tipo_Cliente,Valoración_Producto
682,2023-01-29 09:00:00,Monitor,Accesorios,1462,1,1462,Tarjeta de Crédito,Mendoza,Argentina,9,55,5,15,2,VIP,4
683,2023-01-29 10:00:00,Teclado,Electrónica,1633,7,11431,PayPal,La Plata,Argentina,3,46,10,2,5,Nuevo,3
684,2023-01-29 11:00:00,Auriculares,Electrónica,421,8,3368,PayPal,Neuquén,Argentina,14,82,8,11,1,Recurrente,2
685,2023-01-29 12:00:00,Laptop,Electrónica,660,8,5280,PayPal,Buenos Aires,Argentina,18,44,12,8,5,Nuevo,2
686,2023-01-29 13:00:00,Impresora,Accesorios,165,9,1485,PayPal,Salta,Argentina,5,52,7,19,4,Recurrente,4
687,2023-01-29 14:00:00,Impresora,Electrónica,496,6,2976,PayPal,Salta,Argentina,26,88,2,13,2,VIP,3
688,2023-01-29 15:00:00,Monitor,Electrónica,1441,6,8646,Tarjeta de Crédito,La Plata,Argentina,4,8,3,3,5,VIP,4
689,2023-01-29 16:00:00,Teclado,Electrónica,3374,2,6748,PayPal,Buenos Aires,Argentina,4,64,13,19,1,Recurrente,4
690,2023-01-29 17:00:00,Smartphone,Accesorios,1390,3,4170,Tarjeta de Crédito,Córdoba,Argentina,17,43,7,8,1,Recurrente,2
691,2023-01-29 18:00:00,Smartphone,Computación,4560,4,18240,PayPal,Salta,Argentina,27,9,12,13,5,Nuevo,3
692,2023-01-29 19:00:00,Impresora,Electrónica,2989,4,11956,Tarjeta de Crédito,Neuquén,Argentina,2,10,2,15,5,Recurrente,2
693,2023-01-29 20:00:00,Monitor,Computación,3749,8,29992,Tarjeta de Crédito,Rosario,Argentina,26,18,12,11,4,Nuevo,4
694,2023-01-29 21:00:00,Auriculares,Electrónica,1123,1,1123,Tarjeta de Crédito,Mendoza,Argentina,21,74,6,10,2,Recurrente,5
695,2023-01-29 22:00:00,Smartphone,Computación,4863,4,19452,Transferencia Bancaria,Buenos Aires,Argentina,1,82,2,16,3,Recurrente,1
696,2023-01-29 23:00:00,Auriculares,Accesorios,3619,4,14476,Tarjeta de Crédito,Salta,Argentina,30,16,14,11,4,VIP,4
697,2023-01-30 00:00:00,Teclado,Accesorios,3200,1,3200,Tarjeta de Crédito,Salta,Argentina,3,66,4,13,4,VIP,3
698,2023-01-30 01:00:00,Smartphone,Electrónica,1655,3,4965,PayPal,Tucumán,Argentina,17,31,13,13,4,Nuevo,5
699,2023-01-30 02:00:00,Smartphone,Computación,4707,5,23535,Tarjeta de Crédito,Córdoba,Argentina,8,58,13,10,1,Nuevo,3
700,2023-01-30 03:00:00,Tablet,Accesorios,2344,6,14064,Tarjeta de Crédito,Rosario,Argentina,18,94,13,5,5,Nuevo,4
701,2023-01-30 04:00:00,Smartphone,Electrónica,3712,9,33408,Efectivo,Rosario,Argentina,25,16,8,2,2,Recurrente,4
702,2023-01-30 05:00:00,Mouse,Electrónica,4532,9,40788,Transferencia Bancaria,Rosario,Argentina,9,12,6,17,1,Recurrente,1
703,2023-01-30 06:00:00,Laptop,Accesorios,4847,9,43623,Efectivo,Neuquén,Argentina,21,78,13,2,4,Nuevo,3
704,2023-01-30 07:00:00,Mouse,Accesorios,1033,1,1033,PayPal,Buenos Aires,Argentina,14,20,11,14,2,Recurrente,5
705,2023-01-30 08:00:00,Monitor,Electrónica,401,9,3609,Transferencia Bancaria,Córdoba,Argentina,0,56,2,4,1,VIP,1
706,2023-01-30 09:00:00,Monitor,Computación,1774,8,14192,Transferencia Bancaria,La Plata,Argentina,28,30,2,13,3,Recurrente,3
707,2023-01-30 10:00:00,Auriculares,Computación,2001,2,4002,Efectivo,Tucumán,Argentina,10,12,9,10,4,VIP,4
708,2023-01-30 11:00:00,Mouse,Computación,1329,1,1329,Transferencia Bancaria,Córdoba,Argentina,13,49,12,5,1,Nuevo,1
709,2023-01-30 12:00:00,Mouse,Electrónica,1957,1,1957,Efectivo,Córdoba,Argentina,30,97,14,3,1,Recurrente,4
710,2023-01-30 13:00:00,Mouse,Accesorios,4898,6,29388,Tarjeta de Crédito,Salta,Argentina,30,88,10,10,4,Nuevo,2
711,2023-01-30 14:00:00,Teclado,Electrónica,1074,9,9666,Efectivo,Córdoba,Argentina,9,85,8,14,3,VIP,2
712,2023-01-30 15:00:00,Smartphone,Accesorios,595,7,4165,Transferencia Bancaria,Buenos Aires,Argentina,18,23,14,15,5,Nuevo,1
713,2023-01-30 16:00:00,Laptop,Computación,4224,5,21120,Transferencia Bancaria,Tucumán,Argentina,23,21,4,4,3,VIP,1
714,2023-01-30 17:00:00,Auriculares,Computación,2431,2,4862,PayPal,Buenos Aires,Argentina,20,69,13,19,4,VIP,3
715,2023-01-30 18:00:00,Mouse,Accesorios,938,1,938,PayPal,Tucumán,Argentina,15,33,7,10,5,Nuevo,5
716,2023-01-30 19:00:00,Mouse,Accesorios,1155,2,2310,PayPal,Tucumán,Argentina,7,18,4,16,1,VIP,5
717,2023-01-30 20:00:00,Tablet,Electrónica,2599,1,2599,PayPal,Salta,Argentina,30,21,11,11,3,Nuevo,2
718,2023-01-30 21:00:00,Auriculares,Computación,2040,3,6120,Transferencia Bancaria,Buenos Aires,Argentina,1,17,5,18,3,Nuevo,2
719,2023-01-30 22:00:00,Mouse,Electrónica,4048,6,24288,PayPal,Tucumán,Argentina,22,97,13,14,5,Nuevo,2
720,2023-01-30 23:00:00,Auriculares,Electrónica,3825,8,30600,Efectivo,Córdoba,Argentina,24,95,5,2,1,VIP,4
721,2023-01-31 00:00:00,Smartphone,Electrónica,2862,3,8586,Tarjeta de Crédito,Buenos Aires,Argentina,6,67,4,12,3,VIP,5
722,2023-01-31 01:00:00,Tablet,Computación,970,9,8730,Transferencia Bancaria,Tucumán,Argentina,18,37,11,6,5,Recurrente,1
723,2023-01-31 02:00:00,Auriculares,Electrónica,4695,5,23475,PayPal,Neuquén,Argentina,6,33,7,10,3,Nuevo,2
724,2023-01-31 03:00:00,Laptop,Electrónica,2111,7,14777,Transferencia Bancaria,Rosario,Argentina,14,41,6,8,1,Nuevo,3
725,2023-01-31 04:00:00,Laptop,Electrónica,4537,8,36296,PayPal,Buenos Aires,Argentina,7,87,12,8,1,Nuevo,1
726,2023-01-31 05:00:00,Monitor,Electrónica,3689,3,11067,Transferencia Bancaria,Salta,Argentina,13,50,10,3,2,Nuevo,1
727,2023-01-31 06:00:00,Tablet,Electrónica,3215,2,6430,PayPal,Neuquén,Argentina,0,28,10,19,5,Nuevo,1
728,2023-01-31 07:00:00,Tablet,Electrónica,4485,2,8970,Tarjeta de Crédito,Neuquén,Argentina,28,18,4,11,4,Nuevo,5
729,2023-01-31 08:00:00,Monitor,Computación,2694,5,13470,PayPal,Mendoza,Argentina,12,9,14,6,3,Nuevo,2
730,2023-01-31 09:00:00,Auriculares,Electrónica,4902,1,4902,Efectivo,Buenos Aires,Argentina,2,57,10,17,1,Recurrente,3
731,2023-01-31 10:00:00,Tablet,Accesorios,1095,2,2190,Transferencia Bancaria,Neuquén,Argentina,20,92,14,6,3,Recurrente,4
732,2023-01-31 11:00:00,Laptop,Electrónica,3606,9,32454,Transferencia Bancaria,Buenos Aires,Argentina,27,99,13,16,3,Nuevo,3
733,2023-01-31 12:00:00,Laptop,Electrónica,2731,7,19117,Efectivo,Buenos Aires,Argentina,5,34,4,17,4,Nuevo,3
734,2023-01-31 13:00:00,Mouse,Computación,3249,6,19494,Efectivo,Tucumán,Argentina,18,64,5,5,1,Recurrente,3
735,2023-01-31 14:00:00,Smartphone,Computación,988,9,8892,Tarjeta de Crédito,Buenos Aires,Argentina,14,77,2,15,2,Recurrente,4
736,2023-01-31 15:00:00,Tablet,Accesorios,4993,7,34951,Transferencia Bancaria,Mendoza,Argentina,3,95,6,18,5,Nuevo,3
737,2023-01-31 16:00:00,Auriculares,Accesorios,491,5,2455,Tarjeta de Crédito,La Plata,Argentina,20,32,13,18,3,Nuevo,3
738,2023-01-31 17:00:00,Monitor,Computación,2600,9,23400,Transferencia Bancaria,Buenos Aires,Argentina,30,30,10,17,4,Recurrente,2
739,2023-01-31 18:00:00,Monitor,Computación,4275,6,25650,Transferencia Bancaria,Rosario,Argentina,2,22,3,10,4,Recurrente,2
740,2023-01-31 19:00:00,Auriculares,Electrónica,646,6,3876,Tarjeta de Crédito,Mendoza,Argentina,3,40,5,3,5,Nuevo,2
741,2023-01-31 20:00:00,Teclado,Computación,1555,4,6220,Transferencia Bancaria,La Plata,Argentina,4,12,11,12,5,Recurrente,1
742,2023-01-31 21:00:00,Impresora,Accesorios,911,1,911,Transferencia Bancaria,Tucumán,Argentina,17,22,3,16,1,Nuevo,3
743,2023-01-31 22:00:00,Smartphone,Electrónica,2690,5,13450,Tarjeta de Crédito,Buenos Aires,Argentina,25,88,9,4,3,VIP,5
744,2023-01-31 23:00:00,Monitor,Accesorios,3781,9,34029,PayPal,La Plata,Argentina,24,62,10,17,3,Nuevo,5
745,2023-02-01 00:00:00,Tablet,Electrónica,1601,8,12808,Tarjeta de Crédito,Rosario,Argentina,9,36,4,7,5,Nuevo,5
746,2023-02-01 01:00:00,Smartphone,Computación,3286,8,26288,Transferencia Bancaria,Mendoza,Argentina,7,97,14,15,2,Nuevo,4
747,2023-02-01 02:00:00,Tablet,Accesorios,1786,5,8930,Efectivo,Mendoza,Argentina,11,53,10,6,3,Recurrente,2
748,2023-02-01 03:00:00,Teclado,Electrónica,1499,9,13491,PayPal,Tucumán,Argentina,21,52,7,6,4,Nuevo,2
749,2023-02-01 04:00:00,Laptop,Electrónica,314,3,942,Efectivo,Tucumán,Argentina,25,86,7,7,5,Nuevo,2
750,2023-02-01 05:00:00,Smartphone,Computación,2709,3,8127,PayPal,Tucumán,Argentina,26,75,8,19,3,Recurrente,4
751,2023-02-01 06:00:00,Mouse,Computación,2771,1,2771,Efectivo,La Plata,Argentina,2,69,13,19,1,VIP,3
752,2023-02-01 07:00:00,Monitor,Computación,1512,9,13608,PayPal,Buenos Aires,Argentina,26,96,6,3,5,VIP,1
753,2023-02-01 08:00:00,Smartphone,Accesorios,4302,6,25812,Tarjeta de Crédito,Córdoba,Argentina,17,37,7,18,4,Recurrente,2
754,2023-02-01 09:00:00,Smartphone,Electrónica,1495,2,2990,PayPal,Neuquén,Argentina,22,54,12,2,1,Nuevo,3
755,2023-02-01 10:00:00,Smartphone,Computación,2348,8,18784,PayPal,Mendoza,Argentina,7,8,2,10,5,VIP,5
756,2023-02-01 11:00:00,Impresora,Accesorios,2975,9,26775,PayPal,Córdoba,Argentina,25,88,4,14,5,VIP,1
757,2023-02-01 12:00:00,Smartphone,Accesorios,1682,9,15138,Transferencia Bancaria,Salta,Argentina,0,40,13,5,3,Recurrente,5
758,2023-02-01 13:00:00,Tablet,Accesorios,2424,2,4848,Efectivo,Mendoza,Argentina,13,99,10,6,1,VIP,3
759,2023-02-01 14:00:00,Laptop,Computación,562,2,1124,Tarjeta de Crédito,Neuquén,Argentina,30,32,13,19,5,VIP,3
760,2023-02-01 15:00:00,Teclado,Computación,265,7,1855,Efectivo,Tucumán,Argentina,21,7,6,11,4,Recurrente,5
761,2023-02-01 16:00:00,Auriculares,Electrónica,3381,4,13524,Efectivo,Neuquén,Argentina,22,10,6,5,1,VIP,1
762,2023-02-01 17:00:00,Smartphone,Electrónica,2222,1,2222,Tarjeta de Crédito,Buenos Aires,Argentina,30,49,9,14,3,Nuevo,5
763,2023-02-01 18:00:00,Monitor,Computación,3203,8,25624,Transferencia Bancaria,Buenos Aires,Argentina,12,27,12,14,2,Recurrente,5
764,2023-02-01 19:00:00,Smartphone,Accesorios,1756,2,3512,PayPal,Mendoza,Argentina,24,11,12,18,5,Nuevo,5
765,2023-02-01 20:00:00,Monitor,Accesorios,2156,3,6468,Transferencia Bancaria,La Plata,Argentina,11,65,14,9,2,Nuevo,1
766,2023-02-01 21:00:00,Tablet,Accesorios,1617,5,8085,Transferencia Bancaria,Salta,Argentina,2,69,3,5,5,Recurrente,4
767,2023-02-01 22:00:00,Monitor,Electrónica,2258,3,6774,PayPal,Neuquén,Argentina,17,10,14,4,3,VIP,1
768,2023-02-01 23:00:00,Mouse,Accesorios,2381,7,16667,Efectivo,Tucumán,Argentina,20,28,8,12,3,Recurrente,5
769,2023-02-02 00:00:00,Auriculares,Electrónica,2203,7,15421,PayPal,Buenos Aires,Argentina,12,41,10,13,3,VIP,2
770,2023-02-02 01:00:00,Laptop,Electrónica,1178,2,2356,Tarjeta de Crédito,Salta,Argentina,14,49,8,10,3,Nuevo,2
771,2023-02-02 02:00:00,Monitor,Accesorios,3560,7,24920,PayPal,Salta,Argentina,9,55,13,16,1,VIP,3
772,2023-02-02 03:00:00,Monitor,Accesorios,4373,6,26238,Efectivo,Buenos Aires,Argentina,0,92,6,14,1,Nuevo,4
773,2023-02-02 04:00:00,Laptop,Computación,3703,9,33327,Transferencia Bancaria,Rosario,Argentina,28,49,14,6,5,Nuevo,3
774,2023-02-02 05:00:00,Auriculares,Computación,2415,9,21735,Transferencia Bancaria,Neuquén,Argentina,5,67,7,6,1,Nuevo,3
775,2023-02-02 06:00:00,Smartphone,Accesorios,4947,2,9894,PayPal,Salta,Argentina,8,33,5,12,5,Recurrente,2
776,2023-02-02 07:00:00,Monitor,Electrónica,2971,7,20797,Tarjeta de Crédito,Buenos Aires,Argentina,9,29,13,10,1,VIP,1
777,2023-02-02 08:00:00,Laptop,Electrónica,4617,5,23085,Efectivo,Rosario,Argentina,14,14,8,4,1,VIP,3
778,2023-02-02 09:00:00,Mouse,Electrónica,1129,6,6774,Transferencia Bancaria,Buenos Aires,Argentina,8,39,2,19,1,VIP,3
779,2023-02-02 10:00:00,Mouse,Electrónica,3561,1,3561,PayPal,Buenos Aires,Argentina,22,59,5,14,4,Nuevo,4
780,2023-02-02 11:00:00,Tablet,Electrónica,2791,7,19537,Tarjeta de Crédito,Salta,Argentina,13,29,4,13,3,Recurrente,2
781,2023-02-02 12:00:00,Laptop,Computación,3070,6,18420,Tarjeta de Crédito,La Plata,Argentina,10,95,14,10,4,VIP,1
782,2023-02-02 13:00:00,Tablet,Accesorios,278,4,1112,Transferencia Bancaria,La Plata,Argentina,6,49,5,11,1,VIP,4
783,2023-02-02 14:00:00,Mouse,Computación,220,1,220,Transferencia Bancaria,Tucumán,Argentina,30,16,2,14,1,Recurrente,1
784,2023-02-02 15:00:00,Auriculares,Electrónica,344,9,3096,Efectivo,Neuquén,Argentina,23,8,13,14,4,VIP,1
785,2023-02-02 16:00:00,Smartphone,Electrónica,4334,4,17336,Tarjeta de Crédito,Buenos Aires,Argentina,25,94,14,10,5,Recurrente,3
786,2023-02-02 17:00:00,Laptop,Electrónica,475,2,950,Efectivo,Neuquén,Argentina,29,71,3,11,3,Recurrente,4
787,2023-02-02 18:00:00,Teclado,Electrónica,968,8,7744,Tarjeta de Crédito,Tucumán,Argentina,1,21,13,7,5,VIP,3
788,2023-02-02 19:00:00,Mouse,Accesorios,3303,2,6606,Tarjeta de Crédito,Tucumán,Argentina,13,77,12,8,3,Recurrente,5
789,2023-02-02 20:00:00,Mouse,Electrónica,548,5,2740,PayPal,Tucumán,Argentina,5,97,14,16,2,Recurrente,1
790,2023-02-02 21:00:00,Teclado,Accesorios,2859,6,17154,Transferencia Bancaria,Tucumán,Argentina,4,69,10,15,3,VIP,4
791,2023-02-02 22:00:00,Impresora,Electrónica,875,8,7000,Tarjeta de Crédito,Mendoza,Argentina,4,86,8,17,5,Nuevo,2
792,2023-02-02 23:00:00,Mouse,Accesorios,3829,1,3829,Efectivo,Salta,Argentina,28,57,14,15,3,VIP,3
793,2023-02-03 00:00:00,Monitor,Computación,1908,1,1908,Transferencia Bancaria,Salta,Argentina,18,88,7,3,2,VIP,5
794,2023-02-03 01:00:00,Auriculares,Electrónica,2168,4,8672,Efectivo,Mendoza,Argentina,18,61,3,10,2,Nuevo,5
795,2023-02-03 02:00:00,Laptop,Accesorios,195,5,975,Transferencia Bancaria,Buenos Aires,Argentina,5,32,2,4,1,Recurrente,5
796,2023-02-03 03:00:00,Teclado,Computación,4615,9,41535,Transferencia Bancaria,Mendoza,Argentina,27,20,3,7,2,VIP,3
797,2023-02-03 04:00:00,Monitor,Electrónica,3627,7,25389,Tarjeta de Crédito,Buenos Aires,Argentina,25,25,8,6,4,Nuevo,2
798,2023-02-03 05:00:00,Teclado,Electrónica,242,7,1694,PayPal,La Plata,Argentina,28,81,3,15,5,Nuevo,4
799,2023-02-03 06:00:00,Laptop,Electrónica,3938,8,31504,Tarjeta de Crédito,Salta,Argentina,9,46,4,16,4,VIP,1
800,2023-02-03 07:00:00,Tablet,Accesorios,101,5,505,Transferencia Bancaria,Córdoba,Argentina,22,58,9,19,4,VIP,2
801,2023-02-03 08:00:00,Laptop,Accesorios,2460,5,12300,Tarjeta de Crédito,Rosario,Argentina,13,36,8,18,5,Nuevo,3
802,2023-02-03 09:00:00,Impresora,Computación,1870,1,1870,Tarjeta de Crédito,Salta,Argentina,16,42,13,10,4,VIP,4
803,2023-02-03 10:00:00,Laptop,Accesorios,3014,9,27126,Transferencia Bancaria,Mendoza,Argentina,29,74,12,10,4,Nuevo,1
804,2023-02-03 11:00:00,Laptop,Accesorios,2571,6,15426,Transferencia Bancaria,Mendoza,Argentina,2,42,12,17,4,VIP,4
805,2023-02-03 12:00:00,Impresora,Electrónica,1919,9,17271,Tarjeta de Crédito,La Plata,Argentina,27,58,12,7,2,Nuevo,1
806,2023-02-03 13:00:00,Auriculares,Electrónica,2618,3,7854,Tarjeta de Crédito,Mendoza,Argentina,0,64,10,9,5,VIP,1
807,2023-02-03 14:00:00,Mouse,Electrónica,1917,5,9585,Tarjeta de Crédito,Buenos Aires,Argentina,9,81,13,4,5,VIP,5
808,2023-02-03 15:00:00,Laptop,Electrónica,2788,2,5576,Efectivo,Buenos Aires,Argentina,2,81,5,6,5,VIP,3
809,2023-02-03 16:00:00,Impresora,Electrónica,3319,5,16595,Tarjeta de Crédito,Córdoba,Argentina,4,51,8,8,4,Recurrente,2
810,2023-02-03 17:00:00,Monitor,Electrónica,3249,8,25992,Efectivo,Córdoba,Argentina,24,16,2,2,2,VIP,5
811,2023-02-03 18:00:00,Tablet,Electrónica,2629,2,5258,PayPal,Salta,Argentina,18,57,12,5,5,Nuevo,5
812,2023-02-03 19:00:00,Tablet,Computación,4055,8,32440,Efectivo,Córdoba,Argentina,9,37,12,17,3,Nuevo,4
813,2023-02-03 20:00:00,Laptop,Computación,4985,4,19940,Tarjeta de Crédito,Buenos Aires,Argentina,29,32,3,15,5,Recurrente,1
814,2023-02-03 21:00:00,Auriculares,Computación,290,1,290,PayPal,Neuquén,Argentina,25,7,8,2,1,Recurrente,1
815,2023-02-03 22:00:00,Auriculares,Computación,3490,5,17450,Efectivo,Tucumán,Argentina,24,86,3,5,3,Recurrente,4
816,2023-02-03 23:00:00,Monitor,Electrónica,4681,1,4681,Efectivo,Tucumán,Argentina,15,30,7,11,5,VIP,3
817,2023-02-04 00:00:00,Laptop,Computación,1457,7,10199,Transferencia Bancaria,Córdoba,Argentina,0,58,14,12,4,VIP,1
818,2023-02-04 01:00:00,Tablet,Electrónica,3552,8,28416,PayPal,Córdoba,Argentina,5,44,11,8,5,Nuevo,5
819,2023-02-04 02:00:00,Auriculares,Computación,4088,3,12264,Transferencia Bancaria,Buenos Aires,Argentina,8,70,13,5,2,Nuevo,5
820,2023-02-04 03:00:00,Laptop,Accesorios,132,3,396,PayPal,La Plata,Argentina,27,72,10,2,2,VIP,1
821,2023-02-04 04:00:00,Teclado,Computación,3818,7,26726,Efectivo,Salta,Argentina,4,96,12,2,5,Nuevo,1
822,2023-02-04 05:00:00,Auriculares,Computación,1000,4,4000,Transferencia Bancaria,Mendoza,Argentina,26,96,6,18,4,VIP,3
823,2023-02-04 06:00:00,Impresora,Electrónica,660,3,1980,Tarjeta de Crédito,Salta,Argentina,13,93,11,11,4,Recurrente,1
824,2023-02-04 07:00:00,Teclado,Computación,4719,8,37752,Efectivo,Rosario,Argentina,9,94,8,6,4,VIP,3
825,2023-02-04 08:00:00,Mouse,Accesorios,3655,3,10965,PayPal,Tucumán,Argentina,1,51,14,8,5,VIP,5
826,2023-02-04 09:00:00,Auriculares,Electrónica,4604,7,32228,PayPal,Neuquén,Argentina,4,6,2,9,5,VIP,3
827,2023-02-04 10:00:00,Tablet,Electrónica,3333,2,6666,Transferencia Bancaria,Tucumán,Argentina,0,46,9,3,1,Nuevo,1
828,2023-02-04 11:00:00,Smartphone,Computación,2223,1,2223,Transferencia Bancaria,Buenos Aires,Argentina,24,38,10,10,2,VIP,2
829,2023-02-04 12:00:00,Teclado,Electrónica,3534,6,21204,PayPal,Salta,Argentina,9,98,14,5,3,VIP,1
830,2023-02-04 13:00:00,Mouse,Electrónica,1572,8,12576,Efectivo,Neuquén,Argentina,28,25,6,13,3,VIP,2
831,2023-02-04 14:00:00,Monitor,Electrónica,2651,1,2651,Transferencia Bancaria,Buenos Aires,Argentina,25,48,7,12,2,Recurrente,5
832,2023-02-04 15:00:00,Monitor,Electrónica,2707,9,24363,Tarjeta de Crédito,Rosario,Argentina,24,91,14,6,1,VIP,4
833,2023-02-04 16:00:00,Tablet,Electrónica,2209,3,6627,PayPal,Neuquén,Argentina,21,6,12,13,2,VIP,5
834,2023-02-04 17:00:00,Auriculares,Electrónica,2499,3,7497,Tarjeta de Crédito,Salta,Argentina,26,95,9,5,1,VIP,5
835,2023-02-04 18:00:00,Laptop,Accesorios,3880,4,15520,PayPal,Neuquén,Argentina,8,63,5,14,1,Nuevo,5
836,2023-02-04 19:00:00,Auriculares,Computación,171,1,171,Tarjeta de Crédito,Rosario,Argentina,29,90,3,2,4,Recurrente,3
837,2023-02-04 20:00:00,Tablet,Accesorios,4418,9,39762,Efectivo,Córdoba,Argentina,2,20,11,19,2,Recurrente,5
838,2023-02-04 21:00:00,Monitor,Electrónica,1367,3,4101,PayPal,Salta,Argentina,14,24,9,5,3,VIP,4
839,2023-02-04 22:00:00,Auriculares,Electrónica,4543,4,18172,Efectivo,Rosario,Argentina,3,30,3,5,5,VIP,1
840,2023-02-04 23:00:00,Monitor,Computación,2568,1,2568,Transferencia Bancaria,Mendoza,Argentina,12,20,6,9,5,Nuevo,2
841,2023-02-05 00:00:00,Teclado,Accesorios,1280,4,5120,PayPal,Mendoza,Argentina,5,74,14,7,2,VIP,5
842,2023-02-05 01:00:00,Mouse,Computación,1183,1,1183,Efectivo,Tucumán,Argentina,19,27,7,5,5,Nuevo,2
843,2023-02-05 02:00:00,Laptop,Accesorios,1351,5,6755,Tarjeta de Crédito,Mendoza,Argentina,16,46,6,5,1,VIP,5
844,2023-02-05 03:00:00,Teclado,Electrónica,4084,5,20420,Efectivo,Salta,Argentina,22,41,7,12,5,Nuevo,3
845,2023-02-05 04:00:00,Monitor,Computación,1960,7,13720,PayPal,Mendoza,Argentina,4,76,7,10,1,Recurrente,2
846,2023-02-05 05:00:00,Monitor,Computación,1555,8,12440,Efectivo,Mendoza,Argentina,29,10,4,15,1,VIP,5
847,2023-02-05 06:00:00,Smartphone,Electrónica,3235,4,12940,Tarjeta de Crédito,Neuquén,Argentina,14,41,12,5,3,Nuevo,5
848,2023-02-05 07:00:00,Smartphone,Computación,1966,7,13762,Tarjeta de Crédito,Córdoba,Argentina,7,26,12,14,5,Nuevo,4
849,2023-02-05 08:00:00,Teclado,Accesorios,4965,4,19860,Tarjeta de Crédito,Tucumán,Argentina,24,10,4,7,3,VIP,4
850,2023-02-05 09:00:00,Impresora,Accesorios,3598,3,10794,Transferencia Bancaria,Buenos Aires,Argentina,4,36,10,14,5,Nuevo,4
851,2023-02-05 10:00:00,Teclado,Accesorios,2807,6,16842,PayPal,Tucumán,Argentina,23,21,4,4,1,VIP,3
852,2023-02-05 11:00:00,Smartphone,Accesorios,2006,4,8024,Tarjeta de Crédito,Tucumán,Argentina,12,42,4,8,5,VIP,2
853,2023-02-05 12:00:00,Monitor,Electrónica,228,3,684,Transferencia Bancaria,Tucumán,Argentina,0,21,12,2,3,Nuevo,3
854,2023-02-05 13:00:00,Tablet,Computación,946,9,8514,Tarjeta de Crédito,Rosario,Argentina,0,41,3,12,4,Nuevo,1
855,2023-02-05 14:00:00,Teclado,Accesorios,1601,5,8005,Efectivo,Buenos Aires,Argentina,6,27,8,3,3,Nuevo,5
856,2023-02-05 15:00:00,Monitor,Electrónica,541,7,3787,PayPal,Rosario,Argentina,30,53,11,6,4,Recurrente,5
857,2023-02-05 16:00:00,Tablet,Computación,110,6,660,Efectivo,Córdoba,Argentina,21,65,11,15,2,VIP,5
858,2023-02-05 17:00:00,Tablet,Computación,1127,5,5635,Transferencia Bancaria,Córdoba,Argentina,4,53,5,14,3,VIP,4
859,2023-02-05 18:00:00,Smartphone,Electrónica,2945,7,20615,Efectivo,La Plata,Argentina,13,65,2,17,5,Recurrente,5
860,2023-02-05 19:00:00,Teclado,Electrónica,4210,6,25260,Efectivo,La Plata,Argentina,14,81,7,16,4,Recurrente,4
861,2023-02-05 20:00:00,Auriculares,Accesorios,3733,2,7466,Tarjeta de Crédito,Neuquén,Argentina,20,36,6,4,5,Nuevo,1
862,2023-02-05 21:00:00,Laptop,Computación,635,3,1905,Efectivo,Córdoba,Argentina,29,90,12,7,4,VIP,3
863,2023-02-05 22:00:00,Smartphone,Computación,4010,2,8020,Tarjeta de Crédito,Córdoba,Argentina,24,67,3,10,3,Recurrente,3
864,2023-02-05 23:00:00,Smartphone,Electrónica,3820,3,11460,Tarjeta de Crédito,Rosario,Argentina,16,11,7,4,3,Recurrente,3
865,2023-02-06 00:00:00,Auriculares,Computación,584,1,584,PayPal,Neuquén,Argentina,23,26,2,14,5,VIP,4
866,2023-02-06 01:00:00,Laptop,Accesorios,3512,8,28096,Transferencia Bancaria,Córdoba,Argentina,17,89,4,14,3,VIP,2
867,2023-02-06 02:00:00,Monitor,Computación,4061,6,24366,Transferencia Bancaria,Salta,Argentina,6,10,5,8,5,VIP,2
868,2023-02-06 03:00:00,Impresora,Electrónica,3448,2,6896,Transferencia Bancaria,Buenos Aires,Argentina,21,65,14,6,1,Nuevo,1
869,2023-02-06 04:00:00,Teclado,Electrónica,2205,8,17640,Tarjeta de Crédito,Rosario,Argentina,25,18,4,9,4,Recurrente,2
870,2023-02-06 05:00:00,Impresora,Accesorios,1054,6,6324,Transferencia Bancaria,Córdoba,Argentina,17,20,14,9,5,Nuevo,1
871,2023-02-06 06:00:00,Monitor,Accesorios,2549,7,17843,Tarjeta de Crédito,Rosario,Argentina,27,7,7,8,4,VIP,5
872,2023-02-06 07:00:00,Mouse,Computación,376,1,376,PayPal,Rosario,Argentina,28,13,12,8,1,VIP,3
873,2023-02-06 08:00:00,Smartphone,Computación,4753,7,33271,Transferencia Bancaria,Mendoza,Argentina,18,51,5,5,4,Recurrente,4
874,2023-02-06 09:00:00,Laptop,Electrónica,2756,3,8268,Tarjeta de Crédito,Neuquén,Argentina,19,89,2,11,5,Nuevo,1
875,2023-02-06 10:00:00,Smartphone,Accesorios,51,8,408,Transferencia Bancaria,La Plata,Argentina,6,98,6,14,3,Nuevo,4
876,2023-02-06 11:00:00,Tablet,Accesorios,1083,6,6498,Transferencia Bancaria,Neuquén,Argentina,7,98,6,5,4,Nuevo,4
877,2023-02-06 12:00:00,Smartphone,Accesorios,2531,4,10124,PayPal,Rosario,Argentina,12,46,10,11,4,VIP,3
