Campo_ID,Provincia,Cultivo,Superficie_Cultivada_ha,Rendimiento_ton_ha,Fecha_Siembra,Fecha_Cosecha,Uso_Fertilizantes,Tipo_Suelo,Nivel_Humedad,Precipitaciones_mm,Temperatura_Media,Plagas_Detectadas,Costo_Producción,Ganancia_Estimada,Exportación
672,La Pampa,Soja,276,9.4,2023-01-28 23:00:00,2023-06-28 23:00:00,No,Arenoso,11.6,201,16.7,No,142556,52889,No
673,Buenos Aires,Soja,395,9.34,2023-01-29 00:00:00,2023-06-29 00:00:00,Sí,Arcilloso,6.6,284,19.1,Sí,14213,82157,Sí
674,Entre Ríos,Algodón,461,5.15,2023-01-29 01:00:00,2023-06-29 01:00:00,No,Franco,39.5,1,9.0,No,25202,81096,No
675,La Pampa,Girasol,147,6.24,2023-01-29 02:00:00,2023-06-29 02:00:00,No,Arcilloso,17.6,285,24.5,Sí,94553,466275,Sí
676,Entre Ríos,Cebada,257,3.07,2023-01-29 03:00:00,2023-06-29 03:00:00,No,Franco,12.7,230,11.7,No,108139,189496,Sí
677,Córdoba,Cebada,112,9.91,2023-01-29 04:00:00,2023-06-29 04:00:00,Sí,Arenoso,22.2,253,29.9,Sí,104004,140427,Sí
678,Córdoba,Maíz,117,3.5,2023-01-29 05:00:00,2023-06-29 05:00:00,No,Arenoso,15.2,110,21.6,Sí,191354,422641,No
679,Mendoza,Trigo,209,8.05,2023-01-29 06:00:00,2023-06-29 06:00:00,No,Arcilloso,13.2,73,21.8,No,25925,169808,No
680,La Pampa,Soja,384,3.82,2023-01-29 07:00:00,2023-06-29 07:00:00,Sí,Arenoso,26.6,75,32.4,No,67372,481199,Sí
681,Mendoza,Soja,224,3.82,2023-01-29 08:00:00,2023-06-29 08:00:00,Sí,Arcilloso,7.6,211,10.0,Sí,129430,68983,Sí
682,Santa Fe,Soja,164,1.93,2023-01-29 09:00:00,2023-06-29 09:00:00,Sí,Arenoso,22.8,117,20.9,Sí,74366,126574,Sí
683,Entre Ríos,Maíz,96,6.04,2023-01-29 10:00:00,2023-06-29 10:00:00,No,Arenoso,18.6,232,16.5,No,193275,195519,No
684,Santa Fe,Maíz,377,3.2,2023-01-29 11:00:00,2023-06-29 11:00:00,Sí,Arenoso,23.6,186,34.0,Sí,117798,418700,No
685,Buenos Aires,Maíz,491,2.34,2023-01-29 12:00:00,2023-06-29 12:00:00,No,Arcilloso,16.2,274,28.8,Sí,109197,216922,Sí
686,Buenos Aires,Soja,428,3.04,2023-01-29 13:00:00,2023-06-29 13:00:00,Sí,Arcilloso,25.0,150,27.7,Sí,50842,388489,Sí
687,La Pampa,Cebada,218,3.26,2023-01-29 14:00:00,2023-06-29 14:00:00,No,Arcilloso,7.9,210,11.1,Sí,57901,436536,No
688,La Pampa,Soja,187,5.54,2023-01-29 15:00:00,2023-06-29 15:00:00,No,Arenoso,18.2,288,12.1,No,32257,422152,No
689,Mendoza,Maíz,83,4.47,2023-01-29 16:00:00,2023-06-29 16:00:00,No,Franco,13.3,206,5.9,Sí,192342,212066,Sí
690,Mendoza,Maíz,267,1.68,2023-01-29 17:00:00,2023-06-29 17:00:00,Sí,Arcilloso,20.3,89,24.2,Sí,153896,234113,Sí
691,La Pampa,Trigo,282,5.82,2023-01-29 18:00:00,2023-06-29 18:00:00,No,Franco,18.9,145,16.1,Sí,157921,260428,Sí
692,La Pampa,Girasol,360,8.09,2023-01-29 19:00:00,2023-06-29 19:00:00,No,Arcilloso,27.1,64,14.4,No,99900,494486,No
693,Buenos Aires,Trigo,345,6.17,2023-01-29 20:00:00,2023-06-29 20:00:00,No,Arcilloso,27.0,85,24.1,No,12581,379588,Sí
694,Buenos Aires,Trigo,33,9.77,2023-01-29 21:00:00,2023-06-29 21:00:00,Sí,Franco,19.5,291,29.9,No,31749,115948,Sí
695,Buenos Aires,Soja,322,1.89,2023-01-29 22:00:00,2023-06-29 22:00:00,Sí,Franco,11.4,160,9.0,No,185042,250617,No
696,La Pampa,Girasol,80,8.39,2023-01-29 23:00:00,2023-06-29 23:00:00,Sí,Arenoso,25.4,230,32.6,No,136520,98677,Sí
697,Mendoza,Girasol,92,5.55,2023-01-30 00:00:00,2023-06-30 00:00:00,No,Franco,38.8,141,6.0,Sí,165909,405316,Sí
698,Córdoba,Soja,409,5.69,2023-01-30 01:00:00,2023-06-30 01:00:00,No,Arcilloso,11.5,238,7.9,Sí,22017,251891,Sí
699,Córdoba,Cebada,362,5.67,2023-01-30 02:00:00,2023-06-30 02:00:00,Sí,Franco,7.4,292,30.1,Sí,10886,398960,No
700,Mendoza,Algodón,301,3.93,2023-01-30 03:00:00,2023-06-30 03:00:00,No,Franco,14.3,236,19.8,Sí,120706,278387,Sí
701,Mendoza,Soja,310,3.92,2023-01-30 04:00:00,2023-06-30 04:00:00,Sí,Franco,19.5,132,33.2,Sí,67480,465484,No
702,Mendoza,Cebada,19,6.69,2023-01-30 05:00:00,2023-06-30 05:00:00,Sí,Franco,15.7,188,18.8,Sí,161362,439404,Sí
703,Buenos Aires,Cebada,328,1.4,2023-01-30 06:00:00,2023-06-30 06:00:00,Sí,Arenoso,34.2,213,32.8,No,26993,187186,Sí
704,Santa Fe,Girasol,52,6.3,2023-01-30 07:00:00,2023-06-30 07:00:00,Sí,Arcilloso,22.3,142,12.2,No,174486,112658,Sí
705,La Pampa,Soja,60,7.52,2023-01-30 08:00:00,2023-06-30 08:00:00,Sí,Arcilloso,13.6,292,23.5,No,28499,158845,No
706,Buenos Aires,Soja,216,4.21,2023-01-30 09:00:00,2023-06-30 09:00:00,Sí,Arcilloso,38.3,282,34.8,Sí,98186,263892,No
707,Córdoba,Girasol,116,2.96,2023-01-30 10:00:00,2023-06-30 10:00:00,Sí,Arenoso,9.4,111,16.3,No,135289,414960,No
708,La Pampa,Trigo,268,2.92,2023-01-30 11:00:00,2023-06-30 11:00:00,No,Franco,9.3,256,5.0,No,18498,475215,Sí
709,Mendoza,Soja,203,1.74,2023-01-30 12:00:00,2023-06-30 12:00:00,No,Arcilloso,13.6,199,6.9,No,143009,458650,Sí
710,Entre Ríos,Algodón,244,1.81,2023-01-30 13:00:00,2023-06-30 13:00:00,Sí,Arcilloso,7.7,224,30.8,No,182766,24213,Sí
711,Córdoba,Algodón,499,2.5,2023-01-30 14:00:00,2023-06-30 14:00:00,No,Franco,31.3,284,19.8,Sí,67698,417681,No
712,Mendoza,Maíz,172,1.17,2023-01-30 15:00:00,2023-06-30 15:00:00,Sí,Arcilloso,15.9,158,21.1,Sí,107577,308956,Sí
713,Entre Ríos,Maíz,484,3.4,2023-01-30 16:00:00,2023-06-30 16:00:00,No,Franco,30.5,293,29.0,No,56184,99024,No
714,Mendoza,Soja,78,3.76,2023-01-30 17:00:00,2023-06-30 17:00:00,Sí,Arenoso,31.7,7,29.3,No,79326,25322,No
715,Mendoza,Cebada,344,9.96,2023-01-30 18:00:00,2023-06-30 18:00:00,No,Arcilloso,13.3,94,19.3,No,97412,10807,No
716,La Pampa,Algodón,301,9.93,2023-01-30 19:00:00,2023-06-30 19:00:00,Sí,Arcilloso,23.1,164,30.7,No,168126,363662,No
717,Córdoba,Algodón,314,2.68,2023-01-30 20:00:00,2023-06-30 20:00:00,No,Franco,23.2,206,19.1,No,18503,346489,Sí
718,Córdoba,Girasol,490,2.92,2023-01-30 21:00:00,2023-06-30 21:00:00,Sí,Arenoso,35.5,181,25.3,Sí,136074,223902,Sí
719,Mendoza,Algodón,266,5.43,2023-01-30 22:00:00,2023-06-30 22:00:00,Sí,Arcilloso,5.9,95,6.0,No,141349,257906,Sí
720,Buenos Aires,Cebada,469,2.34,2023-01-30 23:00:00,2023-06-30 23:00:00,No,Franco,16.1,281,9.1,No,43073,210093,No
721,Santa Fe,Maíz,435,5.54,2023-01-31 00:00:00,2023-07-01 00:00:00,Sí,Arenoso,35.9,112,30.5,Sí,53268,367125,No
722,Entre Ríos,Maíz,434,4.59,2023-01-31 01:00:00,2023-07-01 01:00:00,Sí,Franco,13.3,266,14.4,No,162639,352881,Sí
723,Buenos Aires,Girasol,338,3.92,2023-01-31 02:00:00,2023-07-01 02:00:00,Sí,Arcilloso,9.8,22,15.0,Sí,94924,321316,Sí
724,La Pampa,Maíz,194,8.4,2023-01-31 03:00:00,2023-07-01 03:00:00,No,Arcilloso,25.2,288,24.9,No,47886,187592,Sí
725,Entre Ríos,Trigo,264,8.45,2023-01-31 04:00:00,2023-07-01 04:00:00,No,Arcilloso,15.7,112,22.8,No,74682,146886,No
726,Santa Fe,Maíz,125,9.89,2023-01-31 05:00:00,2023-07-01 05:00:00,No,Franco,21.4,131,7.5,No,110269,182883,Sí
727,Buenos Aires,Algodón,413,3.01,2023-01-31 06:00:00,2023-07-01 06:00:00,No,Arenoso,33.7,11,28.0,Sí,139834,236658,No
728,Entre Ríos,Cebada,487,8.99,2023-01-31 07:00:00,2023-07-01 07:00:00,No,Arcilloso,23.2,233,23.5,No,196243,43470,Sí
729,Córdoba,Cebada,23,5.84,2023-01-31 08:00:00,2023-07-01 08:00:00,Sí,Arcilloso,23.1,238,30.7,No,154928,247448,No
730,Buenos Aires,Trigo,387,6.32,2023-01-31 09:00:00,2023-07-01 09:00:00,Sí,Franco,14.7,102,21.1,Sí,198910,405571,Sí
731,Mendoza,Cebada,224,9.07,2023-01-31 10:00:00,2023-07-01 10:00:00,No,Arcilloso,32.8,169,17.4,No,160248,448052,Sí
732,La Pampa,Cebada,102,9.48,2023-01-31 11:00:00,2023-07-01 11:00:00,No,Franco,30.9,184,16.1,No,107519,320469,Sí
733,Buenos Aires,Cebada,243,7.54,2023-01-31 12:00:00,2023-07-01 12:00:00,No,Arcilloso,13.2,65,5.1,No,103921,65753,No
734,Entre Ríos,Soja,492,4.13,2023-01-31 13:00:00,2023-07-01 13:00:00,Sí,Arenoso,16.2,134,6.2,No,88313,14852,Sí
735,Buenos Aires,Trigo,189,5.41,2023-01-31 14:00:00,2023-07-01 14:00:00,Sí,Arcilloso,32.6,124,8.9,Sí,184406,440600,No
736,Entre Ríos,Trigo,484,6.54,2023-01-31 15:00:00,2023-07-01 15:00:00,No,Franco,17.5,56,32.9,No,167334,66800,Sí
737,Santa Fe,Maíz,63,8.46,2023-01-31 16:00:00,2023-07-01 16:00:00,No,Arcilloso,19.1,277,31.4,No,72338,278922,No
738,Mendoza,Algodón,314,6.92,2023-01-31 17:00:00,2023-07-01 17:00:00,No,Franco,17.8,181,19.9,Sí,144427,105589,Sí
739,Santa Fe,Trigo,484,4.29,2023-01-31 18:00:00,2023-07-01 18:00:00,Sí,Franco,10.7,147,10.4,No,195072,291711,Sí
740,La Pampa,Girasol,39,4.76,2023-01-31 19:00:00,2023-07-01 19:00:00,No,Franco,16.9,260,9.4,Sí,48141,264675,Sí
741,La Pampa,Trigo,396,1.45,2023-01-31 20:00:00,2023-07-01 20:00:00,No,Arenoso,33.1,13,12.7,No,30210,114403,Sí
742,Entre Ríos,Girasol,21,9.32,2023-01-31 21:00:00,2023-07-01 21:00:00,Sí,Arenoso,22.2,113,32.3,Sí,53217,191506,Sí
743,Mendoza,Cebada,120,1.79,2023-01-31 22:00:00,2023-07-01 22:00:00,No,Arcilloso,21.0,26,20.6,Sí,31695,180893,Sí
744,Santa Fe,Algodón,424,6.22,2023-01-31 23:00:00,2023-07-01 23:00:00,No,Franco,10.5,259,29.1,Sí,146670,38948,Sí
745,Mendoza,Girasol,430,8.84,2023-02-01 00:00:00,2023-07-02 00:00:00,No,Arenoso,11.2,218,20.2,Sí,133623,163715,No
746,Santa Fe,Algodón,420,4.79,2023-02-01 01:00:00,2023-07-02 01:00:00,Sí,Franco,6.5,219,23.3,Sí,19365,139014,No
747,Entre Ríos,Algodón,381,8.2,2023-02-01 02:00:00,2023-07-02 02:00:00,Sí,Arcilloso,5.5,169,23.3,Sí,38486,99325,No
748,Entre Ríos,Soja,417,8.23,2023-02-01 03:00:00,2023-07-02 03:00:00,Sí,Franco,22.1,79,5.9,Sí,167981,153319,Sí
749,Entre Ríos,Algodón,121,1.54,2023-02-01 04:00:00,2023-07-02 04:00:00,Sí,Arenoso,19.3,274,18.4,Sí,24847,224702,No
750,Córdoba,Cebada,178,4.71,2023-02-01 05:00:00,2023-07-02 05:00:00,No,Arenoso,14.6,115,30.9,No,157072,202020,No
751,Mendoza,Girasol,113,7.22,2023-02-01 06:00:00,2023-07-02 06:00:00,Sí,Franco,39.7,93,19.7,Sí,149660,23609,No
752,La Pampa,Algodón,457,4.8,2023-02-01 07:00:00,2023-07-02 07:00:00,Sí,Franco,18.9,68,18.1,Sí,102448,297583,No
753,Santa Fe,Cebada,20,5.91,2023-02-01 08:00:00,2023-07-02 08:00:00,Sí,Franco,32.6,286,20.8,No,186060,423328,Sí
754,Córdoba,Soja,356,6.35,2023-02-01 09:00:00,2023-07-02 09:00:00,Sí,Franco,12.4,170,16.4,No,82074,33079,No
755,La Pampa,Cebada,338,2.36,2023-02-01 10:00:00,2023-07-02 10:00:00,No,Franco,13.6,94,20.5,Sí,146560,371529,No
756,Santa Fe,Cebada,281,4.71,2023-02-01 11:00:00,2023-07-02 11:00:00,Sí,Franco,24.9,148,9.1,No,12759,267138,Sí
757,Córdoba,Trigo,23,1.26,2023-02-01 12:00:00,2023-07-02 12:00:00,Sí,Arcilloso,5.1,222,34.0,Sí,61779,16531,No
758,La Pampa,Maíz,184,2.35,2023-02-01 13:00:00,2023-07-02 13:00:00,Sí,Arcilloso,5.6,192,6.0,Sí,131031,484665,Sí
759,La Pampa,Girasol,167,5.61,2023-02-01 14:00:00,2023-07-02 14:00:00,Sí,Arenoso,10.0,232,19.5,No,19204,421478,No
760,Córdoba,Maíz,119,6.16,2023-02-01 15:00:00,2023-07-02 15:00:00,Sí,Franco,12.8,204,11.3,No,108539,231496,Sí
761,La Pampa,Soja,161,2.32,2023-02-01 16:00:00,2023-07-02 16:00:00,No,Arcilloso,23.5,161,6.8,Sí,128423,237875,Sí
762,Santa Fe,Soja,243,7.8,2023-02-01 17:00:00,2023-07-02 17:00:00,Sí,Franco,29.0,35,24.6,No,60518,219148,No
763,Santa Fe,Cebada,150,4.36,2023-02-01 18:00:00,2023-07-02 18:00:00,Sí,Arenoso,15.9,229,34.6,No,25567,303939,Sí
764,La Pampa,Maíz,490,9.29,2023-02-01 19:00:00,2023-07-02 19:00:00,No,Arcilloso,13.4,40,27.5,Sí,16695,105125,Sí
765,Buenos Aires,Girasol,128,4.49,2023-02-01 20:00:00,2023-07-02 20:00:00,Sí,Franco,33.8,161,12.6,Sí,125480,329320,Sí
766,Entre Ríos,Girasol,391,2.35,2023-02-01 21:00:00,2023-07-02 21:00:00,No,Franco,10.7,152,19.8,No,63308,351443,No
767,Córdoba,Cebada,18,7.82,2023-02-01 22:00:00,2023-07-02 22:00:00,No,Franco,28.7,75,6.5,No,113871,319769,Sí
768,Buenos Aires,Girasol,186,6.11,2023-02-01 23:00:00,2023-07-02 23:00:00,No,Franco,37.6,250,21.0,Sí,154377,163751,No
769,Santa Fe,Trigo,419,4.48,2023-02-02 00:00:00,2023-07-03 00:00:00,No,Franco,13.1,277,8.0,Sí,73405,81586,No
770,La Pampa,Maíz,58,4.2,2023-02-02 01:00:00,2023-07-03 01:00:00,No,Franco,8.0,187,28.8,No,101358,446081,Sí
771,Mendoza,Soja,307,2.36,2023-02-02 02:00:00,2023-07-03 02:00:00,No,Arenoso,39.3,277,6.7,No,128877,46685,Sí
772,Mendoza,Girasol,438,4.07,2023-02-02 03:00:00,2023-07-03 03:00:00,Sí,Franco,14.5,188,5.3,Sí,197809,226723,No
773,Entre Ríos,Girasol,379,1.26,2023-02-02 04:00:00,2023-07-03 04:00:00,No,Franco,14.6,125,30.8,No,161322,496765,No
774,Buenos Aires,Girasol,342,5.52,2023-02-02 05:00:00,2023-07-03 05:00:00,Sí,Arcilloso,21.9,239,33.3,Sí,184813,435468,Sí
775,Buenos Aires,Cebada,158,9.07,2023-02-02 06:00:00,2023-07-03 06:00:00,No,Franco,13.1,193,7.6,No,112382,321347,No
776,Buenos Aires,Soja,166,8.16,2023-02-02 07:00:00,2023-07-03 07:00:00,Sí,Franco,39.8,199,13.4,No,7236,175622,No
777,Santa Fe,Maíz,101,1.26,2023-02-02 08:00:00,2023-07-03 08:00:00,No,Arcilloso,6.5,224,27.3,No,77050,371741,Sí
778,Entre Ríos,Girasol,161,8.93,2023-02-02 09:00:00,2023-07-03 09:00:00,Sí,Arcilloso,20.8,68,21.2,Sí,140995,207542,No
779,Entre Ríos,Trigo,470,5.07,2023-02-02 10:00:00,2023-07-03 10:00:00,No,Franco,24.2,191,33.5,Sí,105601,450904,No
780,Santa Fe,Algodón,385,2.72,2023-02-02 11:00:00,2023-07-03 11:00:00,Sí,Arenoso,21.3,9,16.7,No,97385,491529,Sí
781,Entre Ríos,Cebada,179,7.77,2023-02-02 12:00:00,2023-07-03 12:00:00,Sí,Arcilloso,23.2,266,5.1,No,183162,302513,No
782,La Pampa,Maíz,93,3.91,2023-02-02 13:00:00,2023-07-03 13:00:00,Sí,Arcilloso,39.6,245,5.6,Sí,58371,473443,Sí
783,Santa Fe,Girasol,368,3.28,2023-02-02 14:00:00,2023-07-03 14:00:00,No,Franco,35.7,260,21.9,No,170853,451154,Sí
784,La Pampa,Maíz,336,2.45,2023-02-02 15:00:00,2023-07-03 15:00:00,Sí,Arcilloso,15.8,11,27.6,Sí,7352,201947,Sí
785,La Pampa,Cebada,434,5.38,2023-02-02 16:00:00,2023-07-03 16:00:00,No,Franco,24.3,43,28.7,Sí,23243,223490,Sí
786,Buenos Aires,Algodón,57,1.84,2023-02-02 17:00:00,2023-07-03 17:00:00,Sí,Arenoso,5.0,108,32.3,No,110629,364415,Sí
787,Mendoza,Trigo,344,8.07,2023-02-02 18:00:00,2023-07-03 18:00:00,No,Arenoso,19.3,89,11.9,Sí,23434,328566,Sí
788,Buenos Aires,Girasol,226,5.24,2023-02-02 19:00:00,2023-07-03 19:00:00,No,Franco,10.7,284,27.2,Sí,138115,363291,No
789,Santa Fe,Trigo,492,5.02,2023-02-02 20:00:00,2023-07-03 20:00:00,Sí,Arenoso,29.9,291,29.8,No,126162,451129,Sí
790,Córdoba,Cebada,86,1.02,2023-02-02 21:00:00,2023-07-03 21:00:00,Sí,Franco,12.7,290,30.1,No,26058,125157,No
791,Santa Fe,Trigo,52,8.36,2023-02-02 22:00:00,2023-07-03 22:00:00,No,Arcilloso,31.2,263,17.3,No,138800,391666,No
792,Mendoza,Cebada,273,5.44,2023-02-02 23:00:00,2023-07-03 23:00:00,No,Arcilloso,16.0,271,23.8,No,95031,316407,No
793,Santa Fe,Algodón,478,4.96,2023-02-03 00:00:00,2023-07-04 00:00:00,No,Franco,37.4,298,21.5,No,190905,271022,Sí
794,Mendoza,Trigo,72,7.85,2023-02-03 01:00:00,2023-07-04 01:00:00,Sí,Franco,20.6,68,22.9,No,168454,205063,Sí
795,Córdoba,Maíz,254,1.57,2023-02-03 02:00:00,2023-07-04 02:00:00,Sí,Arcilloso,34.4,143,13.5,No,197708,103638,Sí
796,Córdoba,Maíz,129,4.3,2023-02-03 03:00:00,2023-07-04 03:00:00,Sí,Franco,27.0,55,25.5,No,21825,77208,No
797,Entre Ríos,Cebada,328,6.18,2023-02-03 04:00:00,2023-07-04 04:00:00,Sí,Arcilloso,39.2,40,26.3,No,92161,379533,Sí
798,La Pampa,Maíz,271,5.15,2023-02-03 05:00:00,2023-07-04 05:00:00,Sí,Franco,31.0,76,10.9,Sí,79353,161090,No
799,Santa Fe,Algodón,339,2.63,2023-02-03 06:00:00,2023-07-04 06:00:00,Sí,Arcilloso,30.5,7,18.3,Sí,183181,234405,Sí
800,La Pampa,Trigo,259,3.69,2023-02-03 07:00:00,2023-07-04 07:00:00,Sí,Arenoso,14.3,89,17.7,Sí,114059,98200,No
801,Buenos Aires,Trigo,61,3.7,2023-02-03 08:00:00,2023-07-04 08:00:00,No,Arenoso,22.7,264,27.5,No,196766,387295,Sí
802,Buenos Aires,Girasol,498,9.93,2023-02-03 09:00:00,2023-07-04 09:00:00,No,Arcilloso,15.2,193,25.0,Sí,167476,330627,No
803,Buenos Aires,Cebada,286,3.94,2023-02-03 10:00:00,2023-07-04 10:00:00,Sí,Arcilloso,5.7,70,19.3,No,110280,362191,Sí
804,Entre Ríos,Maíz,151,2.85,2023-02-03 11:00:00,2023-07-04 11:00:00,Sí,Arcilloso,29.9,285,24.6,Sí,114623,154958,Sí
805,Buenos Aires,Algodón,381,8.4,2023-02-03 12:00:00,2023-07-04 12:00:00,Sí,Arcilloso,13.3,107,12.9,Sí,76649,115812,Sí
806,Buenos Aires,Cebada,260,4.79,2023-02-03 13:00:00,2023-07-04 13:00:00,No,Arcilloso,18.9,94,12.0,Sí,63302,370776,Sí
807,Santa Fe,Maíz,323,4.99,2023-02-03 14:00:00,2023-07-04 14:00:00,No,Arenoso,15.0,285,12.2,No,63382,56475,No
808,La Pampa,Girasol,234,5.94,2023-02-03 15:00:00,2023-07-04 15:00:00,Sí,Arcilloso,12.0,244,5.9,No,78091,292394,Sí
809,La Pampa,Trigo,162,6.36,2023-02-03 16:00:00,2023-07-04 16:00:00,No,Franco,7.3,74,25.7,Sí,54242,19331,No
810,Mendoza,Trigo,65,6.32,2023-02-03 17:00:00,2023-07-04 17:00:00,Sí,Arenoso,16.8,136,34.6,No,56916,137790,No
811,Buenos Aires,Algodón,348,1.31,2023-02-03 18:00:00,2023-07-04 18:00:00,No,Arcilloso,7.9,221,14.3,No,60030,338689,No
812,Córdoba,Soja,18,8.37,2023-02-03 19:00:00,2023-07-04 19:00:00,Sí,Franco,23.9,203,32.9,No,193263,165976,Sí
813,Mendoza,Cebada,250,2.75,2023-02-03 20:00:00,2023-07-04 20:00:00,No,Arenoso,5.7,60,23.2,No,158503,313578,Sí
814,Mendoza,Maíz,494,3.63,2023-02-03 21:00:00,2023-07-04 21:00:00,Sí,Franco,37.9,261,11.7,Sí,139884,477739,Sí
815,Santa Fe,Soja,493,2.56,2023-02-03 22:00:00,2023-07-04 22:00:00,No,Arcilloso,38.8,64,5.4,Sí,112736,444210,Sí
816,Mendoza,Cebada,173,7.9,2023-02-03 23:00:00,2023-07-04 23:00:00,No,Franco,15.7,36,26.7,No,13376,331898,Sí
817,Córdoba,Maíz,450,6.25,2023-02-04 00:00:00,2023-07-05 00:00:00,Sí,Franco,14.1,233,25.9,No,62359,403381,No
818,La Pampa,Girasol,472,7.8,2023-02-04 01:00:00,2023-07-05 01:00:00,Sí,Arenoso,8.7,200,11.9,No,139224,144751,Sí
819,Mendoza,Cebada,142,6.88,2023-02-04 02:00:00,2023-07-05 02:00:00,Sí,Franco,36.7,101,15.0,Sí,41442,430520,Sí
820,Santa Fe,Maíz,90,1.94,2023-02-04 03:00:00,2023-07-05 03:00:00,No,Franco,25.5,109,31.9,Sí,158225,72274,Sí
821,Buenos Aires,Trigo,359,3.71,2023-02-04 04:00:00,2023-07-05 04:00:00,Sí,Arenoso,26.4,49,9.7,No,93756,41415,No
822,Córdoba,Cebada,144,5.57,2023-02-04 05:00:00,2023-07-05 05:00:00,Sí,Arcilloso,36.4,286,30.1,Sí,27592,263576,Sí
823,Buenos Aires,Maíz,143,3.74,2023-02-04 06:00:00,2023-07-05 06:00:00,Sí,Franco,36.9,159,10.1,No,83962,215186,No
824,Entre Ríos,Algodón,472,2.87,2023-02-04 07:00:00,2023-07-05 07:00:00,Sí,Arcilloso,34.0,210,19.5,No,42148,131394,Sí
825,Mendoza,Trigo,61,8.83,2023-02-04 08:00:00,2023-07-05 08:00:00,No,Arenoso,32.1,144,20.0,No,111641,127324,No
826,La Pampa,Trigo,211,7.73,2023-02-04 09:00:00,2023-07-05 09:00:00,Sí,Arcilloso,35.7,188,19.2,No,199227,381120,Sí
827,Santa Fe,Soja,207,4.11,2023-02-04 10:00:00,2023-07-05 10:00:00,Sí,Franco,35.7,184,13.6,No,63783,13037,No
828,Córdoba,Maíz,115,7.89,2023-02-04 11:00:00,2023-07-05 11:00:00,No,Franco,17.9,248,12.6,Sí,50028,269791,Sí
829,La Pampa,Soja,320,6.65,2023-02-04 12:00:00,2023-07-05 12:00:00,Sí,Arcilloso,39.1,160,27.0,Sí,137970,146160,Sí
830,Córdoba,Algodón,253,1.03,2023-02-04 13:00:00,2023-07-05 13:00:00,Sí,Arcilloso,29.8,146,13.3,Sí,57896,273842,Sí
831,Santa Fe,Soja,242,4.42,2023-02-04 14:00:00,2023-07-05 14:00:00,Sí,Franco,18.0,270,23.3,Sí,135426,175903,No
832,Santa Fe,Girasol,470,3.61,2023-02-04 15:00:00,2023-07-05 15:00:00,Sí,Arenoso,20.5,162,30.4,Sí,14685,141045,Sí
833,Mendoza,Soja,23,2.96,2023-02-04 16:00:00,2023-07-05 16:00:00,Sí,Franco,29.0,176,30.1,No,88818,142263,Sí
834,Córdoba,Soja,394,3.26,2023-02-04 17:00:00,2023-07-05 17:00:00,Sí,Franco,17.6,229,10.0,Sí,27794,227924,Sí
835,Entre Ríos,Girasol,234,9.48,2023-02-04 18:00:00,2023-07-05 18:00:00,Sí,Arcilloso,33.9,163,24.6,No,135460,17175,Sí
836,Entre Ríos,Girasol,220,5.38,2023-02-04 19:00:00,2023-07-05 19:00:00,No,Franco,10.2,223,23.1,Sí,130587,492741,No
837,Mendoza,Cebada,210,8.63,2023-02-04 20:00:00,2023-07-05 20:00:00,No,Arcilloso,36.8,223,13.5,Sí,133661,48560,Sí
838,Córdoba,Soja,174,2.93,2023-02-04 21:00:00,2023-07-05 21:00:00,Sí,Arenoso,15.5,231,16.7,Sí,18023,81090,Sí
839,Córdoba,Trigo,58,2.57,2023-02-04 22:00:00,2023-07-05 22:00:00,Sí,Franco,10.3,53,13.6,Sí,158287,385517,Sí
840,Buenos Aires,Girasol,405,9.0,2023-02-04 23:00:00,2023-07-05 23:00:00,No,Arenoso,35.0,35,21.1,Sí,85853,242833,No
841,Mendoza,Maíz,142,5.46,2023-02-05 00:00:00,2023-07-06 00:00:00,Sí,Arenoso,13.4,52,29.1,Sí,44202,399285,Sí
842,Córdoba,Cebada,79,9.06,2023-02-05 01:00:00,2023-07-06 01:00:00,No,Franco,34.5,187,31.3,No,143859,464967,Sí
843,Córdoba,Cebada,381,1.57,2023-02-05 02:00:00,2023-07-06 02:00:00,No,Arcilloso,15.4,73,26.7,No,59748,466421,Sí
844,Santa Fe,Soja,128,9.25,2023-02-05 03:00:00,2023-07-06 03:00:00,Sí,Arcilloso,37.7,299,19.5,Sí,167963,49443,No
845,Buenos Aires,Algodón,148,4.74,2023-02-05 04:00:00,2023-07-06 04:00:00,No,Franco,12.7,288,33.7,Sí,27008,217923,Sí
846,Entre Ríos,Trigo,252,2.4,2023-02-05 05:00:00,2023-07-06 05:00:00,No,Arcilloso,7.4,43,21.9,Sí,131156,190104,Sí
847,Entre Ríos,Algodón,190,7.15,2023-02-05 06:00:00,2023-07-06 06:00:00,Sí,Arcilloso,37.8,50,19.4,No,61119,34896,Sí
848,Santa Fe,Algodón,495,8.17,2023-02-05 07:00:00,2023-07-06 07:00:00,Sí,Arenoso,10.8,98,30.7,Sí,101050,104785,Sí
849,Mendoza,Girasol,192,1.43,2023-02-05 08:00:00,2023-07-06 08:00:00,Sí,Arcilloso,38.0,50,10.5,Sí,6437,119555,No
850,Entre Ríos,Maíz,467,9.88,2023-02-05 09:00:00,2023-07-06 09:00:00,Sí,Arcilloso,33.8,134,9.7,No,78565,317474,No
851,Mendoza,Soja,344,7.27,2023-02-05 10:00:00,2023-07-06 10:00:00,Sí,Franco,7.9,212,28.5,Sí,184398,97951,Sí
852,Córdoba,Trigo,59,3.89,2023-02-05 11:00:00,2023-07-06 11:00:00,Sí,Arenoso,20.6,140,31.1,No,98443,170196,Sí
