Transaction_ID,Fecha_Compra,Producto,Categoría,Precio_Unitario,Cantidad_Vendida,Total_Venta,Método_Pago,Ciudad_Cliente,País_Cliente,Descuento_Aplicado,Costo_Envio,Tiempo_Entrega_Estimado,Tiempo_Entrega_Real,Satisfacción_Cliente,Tipo_Cliente,Valoración_Producto
770,2023-02-02 01:00:00,Laptop,Electrónica,13489,2,26978,Tarjeta de Crédito,Salta,Argentina,25,0,7,9,1,Nuevo,5
771,2023-02-02 02:00:00,Monitor,Accesorios,23065,7,161455,PayPal,Salta,Argentina,5,0,7,7,3,VIP,5
772,2023-02-02 03:00:00,Monitor,Accesorios,3984,2,7968,Efectivo,Buenos Aires,Argentina,24,0,8,8,5,Nuevo,3
773,2023-02-02 04:00:00,Laptop,Computación,24333,1,24333,Transferencia Bancaria,Rosario,Argentina,2,0,10,12,2,Nuevo,3
774,2023-02-02 05:00:00,Auriculares,Computación,28016,1,28016,Transferencia Bancaria,Neuquén,Argentina,8,0,4,8,5,Nuevo,4
775,2023-02-02 06:00:00,Smartphone,Accesorios,16643,7,116501,PayPal,Salta,Argentina,22,0,6,7,2,Recurrente,3
776,2023-02-02 07:00:00,Monitor,Electrónica,24908,9,224172,Tarjeta de Crédito,Buenos Aires,Argentina,2,0,4,2,5,VIP,4
777,2023-02-02 08:00:00,Laptop,Electrónica,22929,7,160503,Efectivo,Rosario,Argentina,10,0,9,9,4,VIP,4
778,2023-02-02 09:00:00,Mouse,Electrónica,20642,3,61926,Transferencia Bancaria,Buenos Aires,Argentina,25,0,13,13,5,VIP,3
779,2023-02-02 10:00:00,Mouse,Electrónica,15324,7,107268,PayPal,Buenos Aires,Argentina,6,0,7,10,3,Nuevo,4
780,2023-02-02 11:00:00,Tablet,Electrónica,6219,4,24876,Tarjeta de Crédito,Salta,Argentina,22,0,4,4,2,Recurrente,4
781,2023-02-02 12:00:00,Laptop,Computación,24087,1,24087,Tarjeta de Crédito,La Plata,Argentina,23,0,13,15,3,VIP,2
782,2023-02-02 13:00:00,Tablet,Accesorios,15129,2,30258,Transferencia Bancaria,La Plata,Argentina,25,0,5,9,2,VIP,4
783,2023-02-02 14:00:00,Mouse,Computación,17842,8,142736,Transferencia Bancaria,Tucumán,Argentina,9,0,6,6,4,Recurrente,5
784,2023-02-02 15:00:00,Auriculares,Electrónica,6385,6,38310,Efectivo,Neuquén,Argentina,30,0,12,14,5,VIP,4
785,2023-02-02 16:00:00,Smartphone,Electrónica,7182,9,64638,Tarjeta de Crédito,Buenos Aires,Argentina,10,0,5,5,3,Recurrente,4
786,2023-02-02 17:00:00,Laptop,Electrónica,19496,3,58488,Efectivo,Neuquén,Argentina,30,0,10,13,4,Recurrente,4
787,2023-02-02 18:00:00,Teclado,Electrónica,4204,4,16816,Tarjeta de Crédito,Tucumán,Argentina,25,0,9,13,4,VIP,2
788,2023-02-02 19:00:00,Mouse,Accesorios,11337,2,22674,Tarjeta de Crédito,Tucumán,Argentina,12,0,4,7,1,Recurrente,4
789,2023-02-02 20:00:00,Mouse,Electrónica,23194,1,23194,PayPal,Tucumán,Argentina,2,0,4,4,5,Recurrente,4
790,2023-02-02 21:00:00,Teclado,Accesorios,20678,8,165424,Transferencia Bancaria,Tucumán,Argentina,24,0,4,7,4,VIP,1
791,2023-02-02 22:00:00,Impresora,Electrónica,4762,6,28572,Tarjeta de Crédito,Mendoza,Argentina,23,0,6,10,4,Nuevo,4
792,2023-02-02 23:00:00,Mouse,Accesorios,8608,2,17216,Efectivo,Salta,Argentina,18,0,12,11,5,VIP,1
793,2023-02-03 00:00:00,Monitor,Computación,5713,2,11426,Transferencia Bancaria,Salta,Argentina,5,0,7,5,1,VIP,4
794,2023-02-03 01:00:00,Auriculares,Electrónica,11528,7,80696,Efectivo,Mendoza,Argentina,20,0,8,10,3,Nuevo,4
795,2023-02-03 02:00:00,Laptop,Accesorios,17301,5,86505,Transferencia Bancaria,Buenos Aires,Argentina,24,0,4,5,4,Recurrente,3
796,2023-02-03 03:00:00,Teclado,Computación,18028,7,126196,Transferencia Bancaria,Mendoza,Argentina,13,0,14,14,4,VIP,4
797,2023-02-03 04:00:00,Monitor,Electrónica,20506,7,143542,Tarjeta de Crédito,Buenos Aires,Argentina,27,0,6,4,1,Nuevo,3
798,2023-02-03 05:00:00,Teclado,Electrónica,18004,5,90020,PayPal,La Plata,Argentina,27,0,13,14,3,Nuevo,3
799,2023-02-03 06:00:00,Laptop,Electrónica,23406,7,163842,Tarjeta de Crédito,Salta,Argentina,14,0,10,8,2,VIP,3
800,2023-02-03 07:00:00,Tablet,Accesorios,18235,7,127645,Transferencia Bancaria,Córdoba,Argentina,28,0,7,7,3,VIP,3
801,2023-02-03 08:00:00,Laptop,Accesorios,24998,4,99992,Tarjeta de Crédito,Rosario,Argentina,29,0,9,10,4,Nuevo,3
802,2023-02-03 09:00:00,Impresora,Computación,25063,9,225567,Tarjeta de Crédito,Salta,Argentina,20,0,7,5,2,VIP,5
803,2023-02-03 10:00:00,Laptop,Accesorios,6393,5,31965,Transferencia Bancaria,Mendoza,Argentina,25,0,14,14,4,Nuevo,5
804,2023-02-03 11:00:00,Laptop,Accesorios,15636,3,46908,Transferencia Bancaria,Mendoza,Argentina,29,0,12,12,3,VIP,2
805,2023-02-03 12:00:00,Impresora,Electrónica,4697,9,42273,Tarjeta de Crédito,La Plata,Argentina,29,0,12,12,3,Nuevo,2
806,2023-02-03 13:00:00,Auriculares,Electrónica,17804,2,35608,Tarjeta de Crédito,Mendoza,Argentina,18,0,12,16,1,VIP,5
807,2023-02-03 14:00:00,Mouse,Electrónica,19500,8,156000,Tarjeta de Crédito,Buenos Aires,Argentina,22,0,9,13,2,VIP,4
808,2023-02-03 15:00:00,Laptop,Electrónica,22002,5,110010,Efectivo,Buenos Aires,Argentina,3,0,10,14,2,VIP,4
809,2023-02-03 16:00:00,Impresora,Electrónica,17891,4,71564,Tarjeta de Crédito,Córdoba,Argentina,26,0,9,11,3,Recurrente,3
810,2023-02-03 17:00:00,Monitor,Electrónica,17762,7,124334,Efectivo,Córdoba,Argentina,22,0,4,3,3,VIP,4
811,2023-02-03 18:00:00,Tablet,Electrónica,24694,7,172858,PayPal,Salta,Argentina,19,0,6,8,1,Nuevo,3
812,2023-02-03 19:00:00,Tablet,Computación,28848,6,173088,Efectivo,Córdoba,Argentina,4,0,12,13,4,Nuevo,4
813,2023-02-03 20:00:00,Laptop,Computación,25585,8,204680,Tarjeta de Crédito,Buenos Aires,Argentina,15,0,11,10,1,Recurrente,5
814,2023-02-03 21:00:00,Auriculares,Computación,26491,9,238419,PayPal,Neuquén,Argentina,9,0,8,8,4,Recurrente,3
815,2023-02-03 22:00:00,Auriculares,Computación,29797,9,268173,Efectivo,Tucumán,Argentina,21,0,9,7,1,Recurrente,5
816,2023-02-03 23:00:00,Monitor,Electrónica,24639,4,98556,Efectivo,Tucumán,Argentina,5,0,5,4,4,VIP,3
817,2023-02-04 00:00:00,Laptop,Computación,24655,6,147930,Transferencia Bancaria,Córdoba,Argentina,4,0,12,11,2,VIP,5
818,2023-02-04 01:00:00,Tablet,Electrónica,9516,1,9516,PayPal,Córdoba,Argentina,27,0,10,14,3,Nuevo,5
819,2023-02-04 02:00:00,Auriculares,Computación,24957,3,74871,Transferencia Bancaria,Buenos Aires,Argentina,23,0,14,14,3,Nuevo,4
820,2023-02-04 03:00:00,Laptop,Accesorios,19725,2,39450,PayPal,La Plata,Argentina,20,0,3,2,4,VIP,3
821,2023-02-04 04:00:00,Teclado,Computación,7814,6,46884,Efectivo,Salta,Argentina,21,0,4,2,5,Nuevo,4
822,2023-02-04 05:00:00,Auriculares,Computación,9505,9,85545,Transferencia Bancaria,Mendoza,Argentina,23,0,6,8,2,VIP,4
823,2023-02-04 06:00:00,Impresora,Electrónica,12765,2,25530,Tarjeta de Crédito,Salta,Argentina,24,0,11,15,4,Recurrente,5
824,2023-02-04 07:00:00,Teclado,Computación,7768,4,31072,Efectivo,Rosario,Argentina,26,0,9,12,4,VIP,3
825,2023-02-04 08:00:00,Mouse,Accesorios,24047,5,120235,PayPal,Tucumán,Argentina,21,0,12,15,5,VIP,3
826,2023-02-04 09:00:00,Auriculares,Electrónica,16003,1,16003,PayPal,Neuquén,Argentina,26,0,13,13,4,VIP,3
827,2023-02-04 10:00:00,Tablet,Electrónica,16546,3,49638,Transferencia Bancaria,Tucumán,Argentina,2,0,8,6,3,Nuevo,2
828,2023-02-04 11:00:00,Smartphone,Computación,24014,9,216126,Transferencia Bancaria,Buenos Aires,Argentina,24,0,13,12,4,VIP,2
829,2023-02-04 12:00:00,Teclado,Electrónica,14231,8,113848,PayPal,Salta,Argentina,18,0,3,1,1,VIP,4
830,2023-02-04 13:00:00,Mouse,Electrónica,23097,5,115485,Efectivo,Neuquén,Argentina,16,0,9,8,3,VIP,3
831,2023-02-04 14:00:00,Monitor,Electrónica,8022,4,32088,Transferencia Bancaria,Buenos Aires,Argentina,9,0,3,1,4,Recurrente,4
832,2023-02-04 15:00:00,Monitor,Electrónica,6740,4,26960,Tarjeta de Crédito,Rosario,Argentina,30,0,14,12,2,VIP,3
833,2023-02-04 16:00:00,Tablet,Electrónica,6831,5,34155,PayPal,Neuquén,Argentina,24,0,12,11,3,VIP,4
834,2023-02-04 17:00:00,Auriculares,Electrónica,24870,6,149220,Tarjeta de Crédito,Salta,Argentina,28,0,5,9,2,VIP,3
835,2023-02-04 18:00:00,Laptop,Accesorios,13122,2,26244,PayPal,Neuquén,Argentina,25,0,8,10,1,Nuevo,3
836,2023-02-04 19:00:00,Auriculares,Computación,25254,2,50508,Tarjeta de Crédito,Rosario,Argentina,5,0,4,6,3,Recurrente,4
837,2023-02-04 20:00:00,Tablet,Accesorios,22108,4,88432,Efectivo,Córdoba,Argentina,23,0,8,10,1,Recurrente,5
838,2023-02-04 21:00:00,Monitor,Electrónica,7442,2,14884,PayPal,Salta,Argentina,23,0,5,4,2,VIP,1
839,2023-02-04 22:00:00,Auriculares,Electrónica,21122,6,126732,Efectivo,Rosario,Argentina,2,0,3,6,4,VIP,4
840,2023-02-04 23:00:00,Monitor,Computación,7960,1,7960,Transferencia Bancaria,Mendoza,Argentina,17,0,9,13,5,Nuevo,4
841,2023-02-05 00:00:00,Teclado,Accesorios,6362,9,57258,PayPal,Mendoza,Argentina,19,0,6,8,5,VIP,3
842,2023-02-05 01:00:00,Mouse,Computación,25480,2,50960,Efectivo,Tucumán,Argentina,27,0,4,7,5,Nuevo,4
843,2023-02-05 02:00:00,Laptop,Accesorios,6867,8,54936,Tarjeta de Crédito,Mendoza,Argentina,15,0,5,7,3,VIP,4
844,2023-02-05 03:00:00,Teclado,Electrónica,19587,3,58761,Efectivo,Salta,Argentina,29,0,12,13,4,Nuevo,4
845,2023-02-05 04:00:00,Monitor,Computación,14453,8,115624,PayPal,Mendoza,Argentina,16,0,11,12,4,Recurrente,3
846,2023-02-05 05:00:00,Monitor,Computación,13354,6,80124,Efectivo,Mendoza,Argentina,26,0,10,9,2,VIP,3
847,2023-02-05 06:00:00,Smartphone,Electrónica,8401,4,33604,Tarjeta de Crédito,Neuquén,Argentina,4,0,12,11,4,Nuevo,5
848,2023-02-05 07:00:00,Smartphone,Computación,7787,2,15574,Tarjeta de Crédito,Córdoba,Argentina,2,0,3,1,4,Nuevo,3
849,2023-02-05 08:00:00,Teclado,Accesorios,22012,1,22012,Tarjeta de Crédito,Tucumán,Argentina,12,0,12,16,2,VIP,4
850,2023-02-05 09:00:00,Impresora,Accesorios,6007,3,18021,Transferencia Bancaria,Buenos Aires,Argentina,25,0,9,10,5,Nuevo,4
851,2023-02-05 10:00:00,Teclado,Accesorios,14366,5,71830,PayPal,Tucumán,Argentina,8,0,8,9,5,VIP,3
852,2023-02-05 11:00:00,Smartphone,Accesorios,8120,1,8120,Tarjeta de Crédito,Tucumán,Argentina,17,0,14,13,4,VIP,2
853,2023-02-05 12:00:00,Monitor,Electrónica,22909,1,22909,Transferencia Bancaria,Tucumán,Argentina,3,0,3,5,4,Nuevo,3
854,2023-02-05 13:00:00,Tablet,Computación,16693,3,50079,Tarjeta de Crédito,Rosario,Argentina,2,0,4,3,1,Nuevo,2
855,2023-02-05 14:00:00,Teclado,Accesorios,20469,1,20469,Efectivo,Buenos Aires,Argentina,5,0,7,5,3,Nuevo,4
856,2023-02-05 15:00:00,Monitor,Electrónica,3655,7,25585,PayPal,Rosario,Argentina,24,0,6,7,3,Recurrente,2
857,2023-02-05 16:00:00,Tablet,Computación,11410,6,68460,Efectivo,Córdoba,Argentina,16,0,9,9,5,VIP,5
858,2023-02-05 17:00:00,Tablet,Computación,5001,7,35007,Transferencia Bancaria,Córdoba,Argentina,9,0,8,11,4,VIP,5
859,2023-02-05 18:00:00,Smartphone,Electrónica,22501,9,202509,Efectivo,La Plata,Argentina,30,0,6,6,3,Recurrente,4
860,2023-02-05 19:00:00,Teclado,Electrónica,15779,5,78895,Efectivo,La Plata,Argentina,12,0,13,12,5,Recurrente,4
861,2023-02-05 20:00:00,Auriculares,Accesorios,12255,8,98040,Tarjeta de Crédito,Neuquén,Argentina,5,0,3,6,4,Nuevo,4
862,2023-02-05 21:00:00,Laptop,Computación,8306,9,74754,Efectivo,Córdoba,Argentina,16,0,11,15,4,VIP,3
863,2023-02-05 22:00:00,Smartphone,Computación,15118,1,15118,Tarjeta de Crédito,Córdoba,Argentina,6,0,12,16,1,Recurrente,3
864,2023-02-05 23:00:00,Smartphone,Electrónica,10079,3,30237,Tarjeta de Crédito,Rosario,Argentina,19,0,7,6,3,Recurrente,4
865,2023-02-06 00:00:00,Auriculares,Computación,17190,9,154710,PayPal,Neuquén,Argentina,7,0,12,10,1,VIP,4
866,2023-02-06 01:00:00,Laptop,Accesorios,14832,9,133488,Transferencia Bancaria,Córdoba,Argentina,19,0,14,17,2,VIP,2
867,2023-02-06 02:00:00,Monitor,Computación,13626,9,122634,Transferencia Bancaria,Salta,Argentina,28,0,9,13,2,VIP,3
868,2023-02-06 03:00:00,Impresora,Electrónica,23670,1,23670,Transferencia Bancaria,Buenos Aires,Argentina,13,0,4,2,4,Nuevo,2
869,2023-02-06 04:00:00,Teclado,Electrónica,12968,2,25936,Tarjeta de Crédito,Rosario,Argentina,24,0,4,6,4,Recurrente,4
870,2023-02-06 05:00:00,Impresora,Accesorios,7183,8,57464,Transferencia Bancaria,Córdoba,Argentina,17,0,8,11,2,Nuevo,5
871,2023-02-06 06:00:00,Monitor,Accesorios,17814,6,106884,Tarjeta de Crédito,Rosario,Argentina,3,0,4,6,3,VIP,5
872,2023-02-06 07:00:00,Mouse,Computación,10147,9,91323,PayPal,Rosario,Argentina,13,0,5,7,3,VIP,4
873,2023-02-06 08:00:00,Smartphone,Computación,18256,3,54768,Transferencia Bancaria,Mendoza,Argentina,15,0,4,7,5,Recurrente,5
874,2023-02-06 09:00:00,Laptop,Electrónica,14368,2,28736,Tarjeta de Crédito,Neuquén,Argentina,7,0,12,11,1,Nuevo,5
875,2023-02-06 10:00:00,Smartphone,Accesorios,21700,9,195300,Transferencia Bancaria,La Plata,Argentina,9,0,5,6,1,Nuevo,4
876,2023-02-06 11:00:00,Tablet,Accesorios,5528,2,11056,Transferencia Bancaria,Neuquén,Argentina,8,0,14,14,4,Nuevo,2
877,2023-02-06 12:00:00,Smartphone,Accesorios,4424,1,4424,PayPal,Rosario,Argentina,4,0,5,7,4,VIP,2
878,2023-02-06 13:00:00,Smartphone,Computación,20107,1,20107,Efectivo,Neuquén,Argentina,25,0,14,15,5,Recurrente,3
879,2023-02-06 14:00:00,Monitor,Accesorios,17219,6,103314,Transferencia Bancaria,Tucumán,Argentina,15,0,14,14,4,Nuevo,3
880,2023-02-06 15:00:00,Monitor,Electrónica,19623,8,156984,PayPal,Salta,Argentina,28,0,10,8,5,VIP,2
881,2023-02-06 16:00:00,Monitor,Electrónica,5933,9,53397,Transferencia Bancaria,Salta,Argentina,17,0,9,8,2,VIP,3
882,2023-02-06 17:00:00,Impresora,Computación,22194,7,155358,Transferencia Bancaria,Rosario,Argentina,8,0,7,6,2,Nuevo,4
883,2023-02-06 18:00:00,Tablet,Computación,26172,4,104688,Transferencia Bancaria,Tucumán,Argentina,23,0,9,12,5,Recurrente,4
884,2023-02-06 19:00:00,Mouse,Accesorios,24509,9,220581,Transferencia Bancaria,Salta,Argentina,25,0,8,9,4,Recurrente,4
885,2023-02-06 20:00:00,Mouse,Computación,23449,4,93796,Efectivo,Mendoza,Argentina,23,0,3,2,3,Nuevo,5
886,2023-02-06 21:00:00,Monitor,Electrónica,13652,8,109216,Efectivo,Córdoba,Argentina,14,0,12,11,5,VIP,5
887,2023-02-06 22:00:00,Laptop,Accesorios,11239,2,22478,Transferencia Bancaria,Rosario,Argentina,17,0,5,5,1,VIP,4
888,2023-02-06 23:00:00,Impresora,Electrónica,18684,2,37368,Transferencia Bancaria,Mendoza,Argentina,30,0,4,2,1,Nuevo,4
889,2023-02-07 00:00:00,Auriculares,Accesorios,19472,4,77888,PayPal,Neuquén,Argentina,15,0,10,12,3,VIP,4
890,2023-02-07 01:00:00,Laptop,Computación,27121,8,216968,PayPal,Buenos Aires,Argentina,4,0,14,12,1,VIP,5
891,2023-02-07 02:00:00,Teclado,Accesorios,3769,5,18845,Tarjeta de Crédito,Neuquén,Argentina,25,0,12,15,5,Nuevo,4
892,2023-02-07 03:00:00,Teclado,Accesorios,5375,1,5375,Efectivo,Mendoza,Argentina,23,0,10,10,4,VIP,4
893,2023-02-07 04:00:00,Laptop,Electrónica,11033,8,88264,Transferencia Bancaria,La Plata,Argentina,4,0,9,9,5,Nuevo,3
894,2023-02-07 05:00:00,Monitor,Electrónica,6592,5,32960,Efectivo,La Plata,Argentina,12,0,4,6,3,Nuevo,3
895,2023-02-07 06:00:00,Auriculares,Accesorios,8983,5,44915,PayPal,Córdoba,Argentina,9,0,5,5,4,Nuevo,3
896,2023-02-07 07:00:00,Auriculares,Computación,17047,5,85235,Efectivo,Neuquén,Argentina,26,0,13,12,3,VIP,3
897,2023-02-07 08:00:00,Impresora,Computación,10093,1,10093,Efectivo,Tucumán,Argentina,14,0,13,12,4,Nuevo,4
898,2023-02-07 09:00:00,Auriculares,Electrónica,9780,8,78240,Transferencia Bancaria,Córdoba,Argentina,27,0,8,7,3,VIP,3
899,2023-02-07 10:00:00,Teclado,Computación,8406,6,50436,Transferencia Bancaria,Salta,Argentina,13,0,13,14,3,Nuevo,3
900,2023-02-07 11:00:00,Tablet,Electrónica,9629,1,9629,PayPal,Tucumán,Argentina,1,0,13,13,1,Recurrente,3
901,2023-02-07 12:00:00,Monitor,Computación,21810,8,174480,Transferencia Bancaria,Tucumán,Argentina,6,0,12,15,4,VIP,2
902,2023-02-07 13:00:00,Auriculares,Accesorios,3773,5,18865,PayPal,Tucumán,Argentina,6,0,5,5,5,VIP,3
903,2023-02-07 14:00:00,Impresora,Electrónica,3043,9,27387,PayPal,Tucumán,Argentina,3,0,13,13,4,VIP,4
904,2023-02-07 15:00:00,Teclado,Electrónica,8754,1,8754,Tarjeta de Crédito,La Plata,Argentina,12,0,5,5,4,Recurrente,3
905,2023-02-07 16:00:00,Tablet,Accesorios,5040,9,45360,Tarjeta de Crédito,Neuquén,Argentina,8,0,11,11,4,Nuevo,5
906,2023-02-07 17:00:00,Smartphone,Electrónica,21772,6,130632,Tarjeta de Crédito,Salta,Argentina,6,0,12,14,3,Recurrente,3
907,2023-02-07 18:00:00,Smartphone,Computación,19669,1,19669,Efectivo,La Plata,Argentina,30,0,6,6,4,Nuevo,2
908,2023-02-07 19:00:00,Tablet,Computación,28845,9,259605,Tarjeta de Crédito,Rosario,Argentina,9,0,3,4,3,Nuevo,5
909,2023-02-07 20:00:00,Teclado,Electrónica,13978,6,83868,Transferencia Bancaria,Salta,Argentina,7,0,10,14,4,Nuevo,4
910,2023-02-07 21:00:00,Impresora,Computación,14848,1,14848,Transferencia Bancaria,La Plata,Argentina,15,0,4,4,1,Nuevo,4
911,2023-02-07 22:00:00,Tablet,Electrónica,9174,8,73392,Tarjeta de Crédito,Córdoba,Argentina,11,0,13,12,4,Nuevo,3
912,2023-02-07 23:00:00,Monitor,Accesorios,6831,3,20493,Efectivo,La Plata,Argentina,20,0,14,13,5,Recurrente,2
913,2023-02-08 00:00:00,Monitor,Electrónica,17880,4,71520,PayPal,Salta,Argentina,22,0,13,13,3,VIP,4
914,2023-02-08 01:00:00,Smartphone,Accesorios,11316,9,101844,Efectivo,Salta,Argentina,12,0,3,1,4,Recurrente,4
915,2023-02-08 02:00:00,Auriculares,Computación,8149,5,40745,Efectivo,Córdoba,Argentina,26,0,14,16,4,VIP,5
916,2023-02-08 03:00:00,Impresora,Accesorios,8982,3,26946,PayPal,Buenos Aires,Argentina,24,0,9,10,5,VIP,4
917,2023-02-08 04:00:00,Smartphone,Computación,6129,2,12258,PayPal,Neuquén,Argentina,9,0,5,9,1,VIP,3
918,2023-02-08 05:00:00,Auriculares,Electrónica,8683,2,17366,PayPal,Salta,Argentina,4,0,4,3,3,Recurrente,4
919,2023-02-08 06:00:00,Auriculares,Computación,16630,3,49890,Transferencia Bancaria,La Plata,Argentina,28,0,7,7,1,Nuevo,3
920,2023-02-08 07:00:00,Mouse,Electrónica,5673,8,45384,PayPal,Córdoba,Argentina,17,0,4,5,5,Nuevo,3
921,2023-02-08 08:00:00,Monitor,Electrónica,23703,9,213327,PayPal,Tucumán,Argentina,22,0,9,13,1,VIP,1
922,2023-02-08 09:00:00,Teclado,Accesorios,23448,9,211032,Efectivo,Neuquén,Argentina,9,0,7,10,4,Nuevo,4
923,2023-02-08 10:00:00,Laptop,Accesorios,8717,7,61019,Efectivo,Salta,Argentina,8,0,4,2,4,Nuevo,2
924,2023-02-08 11:00:00,Teclado,Accesorios,23881,2,47762,Tarjeta de Crédito,Neuquén,Argentina,2,0,6,7,4,Recurrente,2
925,2023-02-08 12:00:00,Laptop,Accesorios,6938,7,48566,Efectivo,Neuquén,Argentina,15,0,6,6,4,Nuevo,3
926,2023-02-08 13:00:00,Tablet,Computación,9973,1,9973,PayPal,Mendoza,Argentina,2,0,7,8,2,Nuevo,4
927,2023-02-08 14:00:00,Monitor,Computación,22107,5,110535,Transferencia Bancaria,Neuquén,Argentina,6,0,14,18,3,Recurrente,4
928,2023-02-08 15:00:00,Auriculares,Computación,27860,6,167160,Efectivo,Tucumán,Argentina,5,0,6,6,4,Nuevo,5
929,2023-02-08 16:00:00,Impresora,Electrónica,20804,2,41608,Efectivo,Rosario,Argentina,18,0,10,12,5,VIP,5
930,2023-02-08 17:00:00,Laptop,Computación,22791,7,159537,PayPal,Neuquén,Argentina,13,0,7,5,2,Recurrente,5
931,2023-02-08 18:00:00,Teclado,Computación,18230,3,54690,Efectivo,Salta,Argentina,16,0,5,6,4,Nuevo,3
932,2023-02-08 19:00:00,Auriculares,Computación,13139,1,13139,Efectivo,Córdoba,Argentina,11,0,7,11,2,Nuevo,3
933,2023-02-08 20:00:00,Laptop,Accesorios,7838,2,15676,PayPal,Tucumán,Argentina,29,0,4,3,3,Recurrente,4
934,2023-02-08 21:00:00,Laptop,Computación,25410,5,127050,Efectivo,La Plata,Argentina,29,0,12,14,3,VIP,5
935,2023-02-08 22:00:00,Mouse,Electrónica,7432,4,29728,Transferencia Bancaria,La Plata,Argentina,19,0,12,13,4,Recurrente,1
936,2023-02-08 23:00:00,Laptop,Accesorios,14572,4,58288,Tarjeta de Crédito,Salta,Argentina,18,0,5,6,4,VIP,2
937,2023-02-09 00:00:00,Impresora,Electrónica,22900,1,22900,Efectivo,Buenos Aires,Argentina,8,0,7,9,5,Recurrente,4
938,2023-02-09 01:00:00,Monitor,Computación,21688,7,151816,Transferencia Bancaria,Mendoza,Argentina,26,0,7,6,5,Nuevo,4
939,2023-02-09 02:00:00,Impresora,Accesorios,7229,3,21687,Efectivo,Salta,Argentina,8,0,5,7,4,Recurrente,4
940,2023-02-09 03:00:00,Smartphone,Electrónica,22872,8,182976,Tarjeta de Crédito,Córdoba,Argentina,11,0,13,11,5,Recurrente,4
941,2023-02-09 04:00:00,Auriculares,Computación,13109,5,65545,PayPal,Tucumán,Argentina,7,0,5,7,5,VIP,3
942,2023-02-09 05:00:00,Monitor,Electrónica,9162,9,82458,Tarjeta de Crédito,Mendoza,Argentina,25,0,10,11,3,Recurrente,3
943,2023-02-09 06:00:00,Mouse,Electrónica,17917,5,89585,Efectivo,Buenos Aires,Argentina,1,0,12,11,4,VIP,3
944,2023-02-09 07:00:00,Monitor,Electrónica,5238,7,36666,Tarjeta de Crédito,Salta,Argentina,22,0,11,14,4,Recurrente,4
945,2023-02-09 08:00:00,Monitor,Computación,17363,2,34726,Tarjeta de Crédito,Rosario,Argentina,1,0,10,11,2,Nuevo,3
946,2023-02-09 09:00:00,Teclado,Computación,25546,8,204368,PayPal,Mendoza,Argentina,4,0,5,4,4,Recurrente,3
947,2023-02-09 10:00:00,Monitor,Electrónica,18990,5,94950,Efectivo,Buenos Aires,Argentina,15,0,14,16,5,Nuevo,4
948,2023-02-09 11:00:00,Mouse,Accesorios,15876,5,79380,Tarjeta de Crédito,Salta,Argentina,25,0,9,7,4,VIP,5
949,2023-02-09 12:00:00,Impresora,Accesorios,22685,9,204165,Tarjeta de Crédito,Neuquén,Argentina,12,0,4,8,3,VIP,3
950,2023-02-09 13:00:00,Monitor,Computación,20087,1,20087,PayPal,Salta,Argentina,8,0,10,14,3,VIP,1
951,2023-02-09 14:00:00,Tablet,Computación,13559,9,122031,Transferencia Bancaria,Córdoba,Argentina,3,0,10,8,3,VIP,3
952,2023-02-09 15:00:00,Auriculares,Computación,11426,4,45704,Efectivo,Salta,Argentina,5,0,14,16,2,Recurrente,5
953,2023-02-09 16:00:00,Monitor,Computación,6261,9,56349,Transferencia Bancaria,Rosario,Argentina,14,0,10,12,4,Recurrente,5
954,2023-02-09 17:00:00,Auriculares,Computación,16584,1,16584,Transferencia Bancaria,Salta,Argentina,16,0,8,10,5,Recurrente,4
955,2023-02-09 18:00:00,Tablet,Accesorios,21649,2,43298,PayPal,La Plata,Argentina,28,0,13,14,4,Nuevo,5
956,2023-02-09 19:00:00,Tablet,Computación,9374,6,56244,PayPal,Buenos Aires,Argentina,18,0,9,12,4,Recurrente,3
957,2023-02-09 20:00:00,Auriculares,Electrónica,7412,1,7412,Efectivo,Neuquén,Argentina,16,0,14,18,3,Nuevo,2
958,2023-02-09 21:00:00,Laptop,Electrónica,8644,9,77796,Transferencia Bancaria,La Plata,Argentina,19,0,14,13,5,Nuevo,4
959,2023-02-09 22:00:00,Smartphone,Accesorios,14423,8,115384,Tarjeta de Crédito,Salta,Argentina,14,0,8,9,4,Recurrente,4
960,2023-02-09 23:00:00,Teclado,Electrónica,21924,7,153468,Transferencia Bancaria,Rosario,Argentina,13,0,11,12,3,Nuevo,1
961,2023-02-10 00:00:00,Laptop,Accesorios,18637,2,37274,PayPal,Buenos Aires,Argentina,1,0,14,18,5,VIP,5
962,2023-02-10 01:00:00,Laptop,Accesorios,24557,7,171899,Tarjeta de Crédito,Buenos Aires,Argentina,23,0,6,10,3,Recurrente,5
963,2023-02-10 02:00:00,Impresora,Electrónica,6525,4,26100,Tarjeta de Crédito,Salta,Argentina,2,0,7,9,4,Recurrente,5
964,2023-02-10 03:00:00,Teclado,Computación,26802,6,160812,PayPal,Rosario,Argentina,16,0,13,15,4,Nuevo,4
965,2023-02-10 04:00:00,Teclado,Electrónica,17109,3,51327,Tarjeta de Crédito,Córdoba,Argentina,24,0,11,14,2,Recurrente,2
966,2023-02-10 05:00:00,Laptop,Electrónica,17231,3,51693,Transferencia Bancaria,Neuquén,Argentina,21,0,10,9,4,Recurrente,5
